[2024-03-19 11:18:46] [world_the_end] The Player <Rip_Dogwater> has placed STONE at X= 98, Y= 49, Z= -1
[2024-03-20 14:34:30] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -771, Y= 36, Z= 383
[2024-03-20 14:34:32] [world] The Player <Tester> has placed TORCH at X= -10056, Y= 11, Z= 4091
[2024-03-20 14:34:50] [world] The Player <qwerty> has placed BREWING_STAND at X= -669, Y= 97, Z= -785
[2024-03-20 14:34:59] [world] The Player <qwerty> has placed STONE at X= -669, Y= 97, Z= -786
[2024-03-20 14:35:08] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -640
[2024-03-20 14:35:09] [world_the_end] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -166, Y= 55, Z= 38
[2024-03-20 14:35:10] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -639
[2024-03-20 14:35:11] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -638
[2024-03-20 14:35:12] [world_the_end] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -166, Y= 55, Z= 39
[2024-03-20 14:35:13] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -637
[2024-03-20 14:35:13] [world_the_end] The Player <GolemDaWanderer> has placed COBBLESTONE at X= -166, Y= 56, Z= 39
[2024-03-20 14:35:15] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -636
[2024-03-20 14:35:16] [world_the_end] The Player <MrBlob2U> has placed WORKBENCH at X= -163, Y= 101, Z= 39
[2024-03-20 14:35:17] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -635
[2024-03-20 14:35:17] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -796, Y= 25, Z= 374
[2024-03-20 14:35:18] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -796, Y= 25, Z= 373
[2024-03-20 14:35:18] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -797, Y= 25, Z= 374
[2024-03-20 14:35:18] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -634
[2024-03-20 14:35:18] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -797, Y= 25, Z= 373
[2024-03-20 14:35:20] [world] The Player <Tester> has placed TORCH at X= -10055, Y= 9, Z= 4076
[2024-03-20 14:35:24] [world] The Player <Tester> has placed TORCH at X= -10050, Y= 12, Z= 4080
[2024-03-20 14:35:27] [world] The Player <Tester> has placed TORCH at X= -10040, Y= 12, Z= 4080
[2024-03-20 14:35:29] [world] The Player <Tester> has placed TORCH at X= -10032, Y= 12, Z= 4081
[2024-03-20 14:35:50] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -790, Y= 30, Z= 383
[2024-03-20 14:35:55] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -797, Y= 32, Z= 390
[2024-03-20 14:35:58] [world] The Player <Rip_Dogwater> has placed SAND at X= -10049, Y= 6, Z= 4123
[2024-03-20 14:36:00] [world] The Player <Rip_Dogwater> has placed SAND at X= -10048, Y= 6, Z= 4123
[2024-03-20 14:36:01] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 1, Z= 197
[2024-03-20 14:36:01] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 2, Z= 197
[2024-03-20 14:36:01] [world] The Player <Rip_Dogwater> has placed SAND at X= -10049, Y= 7, Z= 4123
[2024-03-20 14:36:02] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 3, Z= 197
[2024-03-20 14:36:02] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 4, Z= 197
[2024-03-20 14:36:03] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 5, Z= 197
[2024-03-20 14:36:04] [world_the_end] The Player <proman50> has placed DIRT at X= 44, Y= 6, Z= 197
[2024-03-20 14:36:10] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -794, Y= 27, Z= 393
[2024-03-20 14:36:10] [world] The Player <Tester> has placed COBBLESTONE at X= -10015, Y= 10, Z= 4110
[2024-03-20 14:36:11] [world] The Player <Tester> has placed COBBLESTONE at X= -10014, Y= 10, Z= 4110
[2024-03-20 14:36:12] [world] The Player <Tester> has placed COBBLESTONE at X= -10016, Y= 10, Z= 4111
[2024-03-20 14:36:13] [world] The Player <Tester> has placed COBBLESTONE at X= -10018, Y= 10, Z= 4111
[2024-03-20 14:36:13] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -790, Y= 31, Z= 403
[2024-03-20 14:36:25] [world] The Player <qwerty> has placed SANDSTONE at X= -445, Y= 73, Z= -488
[2024-03-20 14:36:30] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -802, Y= 29, Z= 402
[2024-03-20 14:36:54] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -633
[2024-03-20 14:36:55] [world] The Player <character> has placed LOG at X= -269, Y= 72, Z= -633
[2024-03-20 14:36:56] [world] The Player <character> has placed LOG at X= -269, Y= 73, Z= -633
[2024-03-20 14:36:57] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -633
[2024-03-20 14:37:00] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -634
[2024-03-20 14:37:06] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 101, Z= 42
[2024-03-20 14:37:09] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -175, Y= 101, Z= 45
[2024-03-20 14:37:09] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -175, Y= 101, Z= 46
[2024-03-20 14:37:10] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -176, Y= 101, Z= 46
[2024-03-20 14:37:10] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -175, Y= 102, Z= 46
[2024-03-20 14:37:11] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -175, Y= 101, Z= 47
[2024-03-20 14:37:12] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -175, Y= 101, Z= 49
[2024-03-20 14:37:12] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -174, Y= 101, Z= 49
[2024-03-20 14:37:13] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -173, Y= 101, Z= 49
[2024-03-20 14:37:13] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 101, Z= 48
[2024-03-20 14:37:14] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 102, Z= 48
[2024-03-20 14:37:14] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 103, Z= 48
[2024-03-20 14:37:15] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 104, Z= 48
[2024-03-20 14:37:16] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -172, Y= 105, Z= 48
[2024-03-20 14:37:23] [world] The Player <character> has placed WOOD at X= -271, Y= 69, Z= -636
[2024-03-20 14:37:24] [world] The Player <character> has placed WOOD at X= -271, Y= 70, Z= -636
[2024-03-20 14:37:25] [world] The Player <character> has placed WOOD at X= -271, Y= 71, Z= -636
[2024-03-20 14:37:26] [world] The Player <qwerty> has placed CHEST at X= -669, Y= 97, Z= -784
[2024-03-20 14:37:28] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -635
[2024-03-20 14:37:30] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -636
[2024-03-20 14:37:31] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -170, Y= 101, Z= 31
[2024-03-20 14:37:31] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -169, Y= 101, Z= 31
[2024-03-20 14:37:31] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -170, Y= 101, Z= 30
[2024-03-20 14:37:31] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -171, Y= 101, Z= 29
[2024-03-20 14:37:32] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -638
[2024-03-20 14:37:38] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -163, Y= 101, Z= 44
[2024-03-20 14:37:39] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -164, Y= 101, Z= 44
[2024-03-20 14:37:39] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -164, Y= 101, Z= 43
[2024-03-20 14:37:39] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -164, Y= 102, Z= 43
[2024-03-20 14:37:40] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -637
[2024-03-20 14:37:40] [world_the_end] The Player <MrBlob2U> has placed NETHERRACK at X= -164, Y= 103, Z= 43
[2024-03-20 14:37:40] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -638
[2024-03-20 14:37:41] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -639
[2024-03-20 14:37:43] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -640
[2024-03-20 14:37:43] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -641
[2024-03-20 14:37:44] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -642
[2024-03-20 14:37:44] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -643
[2024-03-20 14:37:45] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -644
[2024-03-20 14:37:45] [world] The Player <character> has placed LOG at X= -269, Y= 73, Z= -644
[2024-03-20 14:37:58] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -646
[2024-03-20 14:38:10] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -645
[2024-03-20 14:38:23] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -791, Y= 28, Z= 383
[2024-03-20 14:38:23] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -790, Y= 28, Z= 383
[2024-03-20 14:38:24] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -791, Y= 28, Z= 384
[2024-03-20 14:38:24] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -790, Y= 28, Z= 384
[2024-03-20 14:38:25] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -790, Y= 28, Z= 387
[2024-03-20 14:38:25] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -790, Y= 28, Z= 386
[2024-03-20 14:38:26] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -789, Y= 28, Z= 386
[2024-03-20 14:38:26] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -790, Y= 28, Z= 385
[2024-03-20 14:38:26] [world] The Player <character> has placed WOOD at X= -269, Y= 64, Z= -639
[2024-03-20 14:38:27] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -792, Y= 28, Z= 382
[2024-03-20 14:38:27] [world] The Player <character> has placed WOOD at X= -269, Y= 65, Z= -639
[2024-03-20 14:38:27] [world] The Player <character> has placed WOOD at X= -269, Y= 66, Z= -639
[2024-03-20 14:38:28] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -794, Y= 28, Z= 381
[2024-03-20 14:38:29] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -793, Y= 28, Z= 380
[2024-03-20 14:38:29] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -793, Y= 28, Z= 381
[2024-03-20 14:38:29] [world] The Player <character> has placed WOOD at X= -269, Y= 67, Z= -639
[2024-03-20 14:38:30] [world] The Player <character> has placed WOOD at X= -269, Y= 68, Z= -639
[2024-03-20 14:38:33] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -782, Y= 32, Z= 385
[2024-03-20 14:38:37] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -772, Y= 33, Z= 380
[2024-03-20 14:38:38] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -643
[2024-03-20 14:38:41] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -764, Y= 35, Z= 383
[2024-03-20 14:39:14] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -757, Y= 31, Z= 391
[2024-03-20 14:39:16] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -759, Y= 27, Z= 397
[2024-03-20 14:39:17] [world] The Player <Dave_TheCoolGuy> has placed TORCH at X= -762, Y= 25, Z= 399
[2024-03-20 14:39:44] [world] The Player <character> has placed WOOD at X= -269, Y= 65, Z= -639
[2024-03-20 14:39:45] [world] The Player <character> has placed WOOD at X= -269, Y= 66, Z= -639
[2024-03-20 14:39:45] [world] The Player <character> has placed WOOD at X= -269, Y= 67, Z= -639
[2024-03-20 14:39:46] [world] The Player <character> has placed WOOD at X= -269, Y= 68, Z= -639
[2024-03-20 14:39:46] [world] The Player <character> has placed WOOD at X= -269, Y= 69, Z= -639
[2024-03-20 14:39:49] [world] The Player <character> has placed WOOD at X= -269, Y= 70, Z= -639
[2024-03-20 14:40:00] [world] The Player <character> has placed WOOD at X= -272, Y= 64, Z= -635
[2024-03-20 14:40:02] [world] The Player <character> has placed WOOD at X= -272, Y= 64, Z= -636
[2024-03-20 14:40:05] [world] The Player <character> has placed WOOD at X= -270, Y= 64, Z= -638
[2024-03-20 14:40:05] [world] The Player <character> has placed WOOD at X= -270, Y= 65, Z= -638
[2024-03-20 14:40:07] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -796, Y= 29, Z= 391
[2024-03-20 14:40:09] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -796, Y= 28, Z= 390
[2024-03-20 14:40:23] [world] The Player <character> has placed WOOD at X= -269, Y= 67, Z= -639
[2024-03-20 14:40:23] [world] The Player <character> has placed WOOD at X= -269, Y= 68, Z= -639
[2024-03-20 14:40:24] [world] The Player <character> has placed WOOD at X= -269, Y= 69, Z= -639
[2024-03-20 14:40:24] [world] The Player <character> has placed WOOD at X= -269, Y= 70, Z= -639
[2024-03-20 14:40:35] [world_nether] The Player <astronomy> has placed COBBLESTONE at X= -191, Y= 70, Z= 49
[2024-03-20 14:40:38] [world_nether] The Player <astronomy> has placed COBBLESTONE at X= -191, Y= 72, Z= 50
[2024-03-20 14:40:39] [world_nether] The Player <astronomy> has placed COBBLESTONE at X= -191, Y= 73, Z= 50
[2024-03-20 14:42:07] [world] The Player <sharky> has placed WORKBENCH at X= -693, Y= 64, Z= 262
[2024-03-20 14:42:26] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -634
[2024-03-20 14:42:27] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -635
[2024-03-20 14:42:29] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -636
[2024-03-20 14:42:30] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -637
[2024-03-20 14:42:31] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -638
[2024-03-20 14:42:32] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -639
[2024-03-20 14:42:32] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -640
[2024-03-20 14:42:34] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -641
[2024-03-20 14:42:35] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -642
[2024-03-20 14:42:35] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 11, Z= 346
[2024-03-20 14:42:36] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 12, Z= 346
[2024-03-20 14:42:36] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -643
[2024-03-20 14:42:36] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 13, Z= 346
[2024-03-20 14:42:37] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 14, Z= 346
[2024-03-20 14:42:40] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 14, Z= 345
[2024-03-20 14:42:41] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -644
[2024-03-20 14:42:42] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -776, Y= 14, Z= 346
[2024-03-20 14:42:43] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -776, Y= 14, Z= 345
[2024-03-20 14:42:44] [world] The Player <sharky> has placed ENDER_CHEST at X= -695, Y= 64, Z= 262
[2024-03-20 14:42:51] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -646
[2024-03-20 14:42:52] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 14, Z= 344
[2024-03-20 14:42:53] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -776, Y= 14, Z= 344
[2024-03-20 14:42:54] [world] The Player <character> has placed LOG at X= -269, Y= 71, Z= -645
[2024-03-20 14:42:57] [world] The Player <character> has placed LOG at X= -269, Y= 72, Z= -646
[2024-03-20 14:42:58] [world] The Player <character> has placed LOG at X= -269, Y= 73, Z= -646
[2024-03-20 14:43:01] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -645
[2024-03-20 14:43:08] [world] The Player <character> has placed LOG at X= -269, Y= 74, Z= -646
[2024-03-20 14:43:21] [world] The Player <Dave_TheCoolGuy> has placed COBBLESTONE at X= -775, Y= 15, Z= 344
[2024-03-20 14:43:41] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -163, Y= 100, Z= 33
[2024-03-20 14:43:41] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -162, Y= 100, Z= 33
[2024-03-20 14:43:42] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 100, Z= 34
[2024-03-20 14:43:42] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 101, Z= 34
[2024-03-20 14:43:43] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 100, Z= 33
[2024-03-20 14:43:56] [world] The Player <sharky> has placed OBSIDIAN at X= -718, Y= 67, Z= 278
[2024-03-20 14:44:12] [world] The Player <character> has placed LOG at X= -268, Y= 76, Z= -646
[2024-03-20 14:44:13] [world] The Player <character> has placed LOG at X= -268, Y= 77, Z= -646
[2024-03-20 14:44:16] [world] The Player <character> has placed LOG at X= -268, Y= 76, Z= -645
[2024-03-20 14:44:17] [world] The Player <character> has placed LOG at X= -268, Y= 77, Z= -645
[2024-03-20 14:44:19] [world] The Player <character> has placed LOG at X= -267, Y= 76, Z= -646
[2024-03-20 14:44:19] [world] The Player <character> has placed LOG at X= -267, Y= 77, Z= -646
[2024-03-20 14:44:21] [world] The Player <character> has placed LOG at X= -267, Y= 78, Z= -646
[2024-03-20 14:44:22] [world] The Player <character> has placed LOG at X= -267, Y= 79, Z= -646
[2024-03-20 14:44:22] [world] The Player <character> has placed LOG at X= -267, Y= 80, Z= -646
[2024-03-20 14:44:25] [world] The Player <character> has placed LOG at X= -268, Y= 78, Z= -645
[2024-03-20 14:44:26] [world] The Player <character> has placed LOG at X= -268, Y= 79, Z= -645
[2024-03-20 14:44:27] [world] The Player <character> has placed LOG at X= -268, Y= 80, Z= -645
[2024-03-20 14:44:31] [world] The Player <character> has placed LOG at X= -268, Y= 78, Z= -646
[2024-03-20 14:44:32] [world] The Player <character> has placed LOG at X= -268, Y= 79, Z= -646
[2024-03-20 14:44:33] [world] The Player <character> has placed LOG at X= -268, Y= 80, Z= -646
[2024-03-20 14:44:43] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -644
[2024-03-20 14:44:44] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -644
[2024-03-20 14:44:45] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -644
[2024-03-20 14:44:45] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -644
[2024-03-20 14:44:47] [world] The Player <character> has placed WOOD at X= -268, Y= 80, Z= -644
[2024-03-20 14:44:49] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -643
[2024-03-20 14:44:50] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -643
[2024-03-20 14:44:51] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -642
[2024-03-20 14:44:51] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -642
[2024-03-20 14:44:52] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -641
[2024-03-20 14:44:52] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -641
[2024-03-20 14:44:53] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -640
[2024-03-20 14:44:53] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -640
[2024-03-20 14:44:53] [world] The Player <Rip_Dogwater> has placed SAND at X= -584, Y= 67, Z= 296
[2024-03-20 14:44:53] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -639
[2024-03-20 14:44:54] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -639
[2024-03-20 14:44:54] [world] The Player <Rip_Dogwater> has placed SAND at X= -581, Y= 66, Z= 295
[2024-03-20 14:44:54] [world] The Player <Rip_Dogwater> has placed SAND at X= -580, Y= 66, Z= 295
[2024-03-20 14:44:54] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -638
[2024-03-20 14:44:54] [world] The Player <Rip_Dogwater> has placed SAND at X= -578, Y= 67, Z= 294
[2024-03-20 14:44:55] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -638
[2024-03-20 14:44:55] [world] The Player <Rip_Dogwater> has placed SAND at X= -577, Y= 67, Z= 294
[2024-03-20 14:44:55] [world] The Player <Rip_Dogwater> has placed SAND at X= -575, Y= 66, Z= 294
[2024-03-20 14:44:55] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -637
[2024-03-20 14:44:55] [world] The Player <Rip_Dogwater> has placed SAND at X= -573, Y= 66, Z= 293
[2024-03-20 14:44:55] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -637
[2024-03-20 14:44:56] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -636
[2024-03-20 14:44:56] [world] The Player <Rip_Dogwater> has placed SAND at X= -571, Y= 64, Z= 292
[2024-03-20 14:44:56] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -636
[2024-03-20 14:44:58] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -634
[2024-03-20 14:44:59] [world] The Player <character> has placed WOOD at X= -268, Y= 76, Z= -635
[2024-03-20 14:44:59] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -635
[2024-03-20 14:45:00] [world] The Player <character> has placed WOOD at X= -268, Y= 77, Z= -634
[2024-03-20 14:45:06] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -643
[2024-03-20 14:45:07] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -643
[2024-03-20 14:45:07] [world] The Player <character> has placed WOOD at X= -268, Y= 80, Z= -643
[2024-03-20 14:45:24] [world] The Player <character> has placed LOG at X= -268, Y= 76, Z= -634
[2024-03-20 14:45:24] [world] The Player <character> has placed LOG at X= -268, Y= 77, Z= -634
[2024-03-20 14:45:25] [world] The Player <character> has placed LOG at X= -268, Y= 76, Z= -633
[2024-03-20 14:45:25] [world] The Player <character> has placed LOG at X= -268, Y= 77, Z= -633
[2024-03-20 14:45:27] [world] The Player <character> has placed LOG at X= -267, Y= 76, Z= -633
[2024-03-20 14:45:27] [world] The Player <character> has placed LOG at X= -267, Y= 77, Z= -633
[2024-03-20 14:45:27] [world] The Player <character> has placed LOG at X= -267, Y= 78, Z= -633
[2024-03-20 14:45:28] [world] The Player <character> has placed LOG at X= -267, Y= 79, Z= -633
[2024-03-20 14:45:30] [world] The Player <character> has placed LOG at X= -268, Y= 78, Z= -633
[2024-03-20 14:45:30] [world] The Player <character> has placed LOG at X= -268, Y= 79, Z= -633
[2024-03-20 14:45:31] [world] The Player <character> has placed LOG at X= -268, Y= 78, Z= -634
[2024-03-20 14:45:32] [world] The Player <character> has placed LOG at X= -268, Y= 79, Z= -634
[2024-03-20 14:45:33] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -635
[2024-03-20 14:45:33] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -635
[2024-03-20 14:45:34] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -636
[2024-03-20 14:45:34] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -636
[2024-03-20 14:45:34] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -637
[2024-03-20 14:45:34] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -637
[2024-03-20 14:45:35] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -638
[2024-03-20 14:45:35] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -638
[2024-03-20 14:45:35] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -639
[2024-03-20 14:45:36] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -639
[2024-03-20 14:45:36] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -640
[2024-03-20 14:45:36] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -640
[2024-03-20 14:45:37] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -641
[2024-03-20 14:45:37] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -641
[2024-03-20 14:45:38] [world] The Player <character> has placed WOOD at X= -268, Y= 78, Z= -642
[2024-03-20 14:45:38] [world] The Player <character> has placed WOOD at X= -268, Y= 79, Z= -642
[2024-03-20 14:45:39] [world] The Player <character> has placed WOOD at X= -268, Y= 80, Z= -642
[2024-03-20 14:45:40] [world] The Player <character> has placed WOOD at X= -268, Y= 81, Z= -644
[2024-03-20 14:46:45] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 56, Z= 38
[2024-03-20 14:46:46] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 56, Z= 37
[2024-03-20 14:46:47] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -165, Y= 55, Z= 37
[2024-03-20 14:46:50] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -166, Y= 57, Z= 45
[2024-03-20 14:46:50] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -166, Y= 58, Z= 45
[2024-03-20 14:46:53] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -168, Y= 57, Z= 45
[2024-03-20 14:46:53] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -168, Y= 58, Z= 45
[2024-03-20 14:46:57] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -166, Y= 59, Z= 45
[2024-03-20 14:46:59] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -168, Y= 59, Z= 45
[2024-03-20 14:47:00] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -167, Y= 61, Z= 44
[2024-03-20 14:47:02] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -166, Y= 60, Z= 45
[2024-03-20 14:47:06] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -168, Y= 60, Z= 45
[2024-03-20 14:47:11] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -164, Y= 57, Z= 40
[2024-03-20 14:47:16] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -163, Y= 56, Z= 36
[2024-03-20 14:47:17] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -163, Y= 56, Z= 37
[2024-03-20 14:47:17] [world_the_end] The Player <Tester> has placed COBBLESTONE at X= -162, Y= 56, Z= 36
