[2024-03-18 11:11:01] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -560, Y= 68, Z= 259
[2024-03-18 20:39:51] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 322
[2024-03-18 20:39:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 321
[2024-03-18 20:39:53] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 321
[2024-03-18 20:40:18] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 321
[2024-03-18 20:40:19] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 320
[2024-03-18 20:40:22] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= 3994, Y= 65, Z= -1833
[2024-03-18 20:40:34] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:40:36] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 319
[2024-03-18 20:40:36] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:40:37] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 319
[2024-03-18 20:40:37] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:40:37] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 319
[2024-03-18 20:40:38] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:38] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:40:38] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:38] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:40:39] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:40:40] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:40] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:41] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:41] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:41] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:41] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:42] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:42] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:43] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:43] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:40:43] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 319
[2024-03-18 20:40:44] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:45] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:45] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 319
[2024-03-18 20:40:46] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:46] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:47] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:47] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:40:48] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:48] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:40:49] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:40:49] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 319
[2024-03-18 20:40:49] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:40:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:40:50] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:51] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:40:51] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:52] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:40:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:53] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:40:55] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:40:55] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:40:56] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:40:57] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 321
[2024-03-18 20:40:57] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:40:58] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 321
[2024-03-18 20:40:58] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 323
[2024-03-18 20:41:00] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 322
[2024-03-18 20:41:00] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:01] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:02] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 321
[2024-03-18 20:41:03] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:03] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 319
[2024-03-18 20:41:04] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:06] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 320
[2024-03-18 20:41:08] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:08] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:41:09] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:11] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:12] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:41:13] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:16] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:16] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:17] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 319
[2024-03-18 20:41:20] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:41:28] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:41:28] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:41:28] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:41:29] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -610, Y= 64, Z= 320
[2024-03-18 20:41:30] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 319
[2024-03-18 20:41:31] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:41:31] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:31] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:41:32] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:33] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:33] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:41:41] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 319
[2024-03-18 20:41:41] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:42] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:42] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 320
[2024-03-18 20:41:42] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:43] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 319
[2024-03-18 20:41:43] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:44] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:44] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:44] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:45] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:41:46] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -609, Y= 64, Z= 318
[2024-03-18 20:41:46] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:46] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:47] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:41:49] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:41:51] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:41:51] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:41:51] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 320
[2024-03-18 20:41:52] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 321
[2024-03-18 20:41:53] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 320
[2024-03-18 20:41:53] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:41:56] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -612, Y= 64, Z= 318
[2024-03-18 20:41:58] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -613, Y= 64, Z= 318
[2024-03-18 20:42:00] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -615, Y= 64, Z= 318
[2024-03-18 20:42:02] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 326
[2024-03-18 20:42:03] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 327
[2024-03-18 20:42:06] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 324
[2024-03-18 20:42:07] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 326
[2024-03-18 20:42:07] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 327
[2024-03-18 20:42:09] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:11] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:11] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -607, Y= 64, Z= 333
[2024-03-18 20:42:11] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:42:12] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -606, Y= 64, Z= 334
[2024-03-18 20:42:14] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -606, Y= 64, Z= 335
[2024-03-18 20:42:15] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:17] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -606, Y= 64, Z= 337
[2024-03-18 20:42:17] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:42:18] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:18] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -606, Y= 64, Z= 335
[2024-03-18 20:42:19] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:20] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 318
[2024-03-18 20:42:20] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -606, Y= 64, Z= 337
[2024-03-18 20:42:22] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:42:24] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:42:25] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 321
[2024-03-18 20:42:31] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 322
[2024-03-18 20:42:32] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 323
[2024-03-18 20:42:32] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 322
[2024-03-18 20:42:34] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 320
[2024-03-18 20:42:34] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 320
[2024-03-18 20:42:36] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:42:38] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -612, Y= 64, Z= 318
[2024-03-18 20:42:39] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -612, Y= 64, Z= 318
[2024-03-18 20:42:40] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -614, Y= 64, Z= 318
[2024-03-18 20:42:46] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -613, Y= 64, Z= 323
[2024-03-18 20:42:46] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= 4002, Y= 65, Z= -1843
[2024-03-18 20:42:47] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= 4002, Y= 65, Z= -1843
[2024-03-18 20:42:48] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= 4002, Y= 65, Z= -1847
[2024-03-18 20:42:48] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 325
[2024-03-18 20:42:49] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= 4002, Y= 65, Z= -1847
[2024-03-18 20:42:49] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 323
[2024-03-18 20:42:51] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 326
[2024-03-18 20:42:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -614, Y= 64, Z= 327
[2024-03-18 20:42:52] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 327
[2024-03-18 20:42:54] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 327
[2024-03-18 20:42:59] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -610, Y= 64, Z= 327
[2024-03-18 20:43:02] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 321
[2024-03-18 20:43:03] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -613, Y= 64, Z= 335
[2024-03-18 20:43:05] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -615, Y= 64, Z= 322
[2024-03-18 20:43:06] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 335
[2024-03-18 20:43:06] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 321
[2024-03-18 20:43:06] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 334
[2024-03-18 20:43:07] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 334
[2024-03-18 20:43:08] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 335
[2024-03-18 20:43:10] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 335
[2024-03-18 20:43:10] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:43:12] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:43:14] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 333
[2024-03-18 20:43:14] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 334
[2024-03-18 20:43:16] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 332
[2024-03-18 20:43:17] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 331
[2024-03-18 20:43:18] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 332
[2024-03-18 20:43:18] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 329
[2024-03-18 20:43:19] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 326
[2024-03-18 20:43:19] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -614, Y= 64, Z= 329
[2024-03-18 20:43:19] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 20:43:20] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 330
[2024-03-18 20:43:20] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 324
[2024-03-18 20:43:21] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 328
[2024-03-18 20:43:25] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 326
[2024-03-18 20:43:28] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 322
[2024-03-18 20:43:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 318
[2024-03-18 20:43:57] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 318
[2024-03-18 20:43:58] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
