[2024-03-20 19:09:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Sheep at X= -10240, Y= 64, Z= 4090
[2024-03-21 12:37:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:37:42] [world] [2165da38-13ef-35f0-a4f6-ef4b961793c3] The Player <PenguinBoi> has slain Chicken at X= -476, Y= 71, Z= -121
[2024-03-21 12:38:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:38:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:38:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:38:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:38:50] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1535, Y= 51, Z= -117
[2024-03-21 12:38:51] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:38:51] [world] [2165da38-13ef-35f0-a4f6-ef4b961793c3] The Player <PenguinBoi> has slain Pig at X= -440, Y= 70, Z= -178
[2024-03-21 12:38:55] [world] [2165da38-13ef-35f0-a4f6-ef4b961793c3] The Player <PenguinBoi> has slain Pig at X= -438, Y= 67, Z= -187
[2024-03-21 12:39:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:00] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:40:01] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:01] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:02] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:02] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:04] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:40:05] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:40:15] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Horse at X= -721, Y= 68, Z= 279
[2024-03-21 12:40:19] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Horse at X= -721, Y= 67, Z= 274
[2024-03-21 12:40:33] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Spider at X= -710, Y= 68, Z= 283
[2024-03-21 12:40:47] [world] [2165da38-13ef-35f0-a4f6-ef4b961793c3] The Player <PenguinBoi> has slain Spider at X= -389, Y= 65, Z= -231
[2024-03-21 12:41:26] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:41:27] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:41:27] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:41:28] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:41:29] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:41:30] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:42:06] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:42:07] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:42:08] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:42:24] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:42:24] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Skeleton at X= -574, Y= 68, Z= 315
[2024-03-21 12:42:45] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -780, Y= 10, Z= 161
[2024-03-21 12:42:48] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Spider at X= -419, Y= 64, Z= -39
[2024-03-21 12:43:00] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -781, Y= 11, Z= 163
[2024-03-21 12:43:03] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:43:04] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:43:04] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:43:23] [world] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain somebody139 at X= -780, Y= 11, Z= 190
[2024-03-21 12:43:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:43:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:43:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:44:00] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Zombie at X= -350, Y= 45, Z= -4
[2024-03-21 12:44:56] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:44:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:44:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:44:59] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:45:04] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Skeleton at X= -561, Y= 65, Z= 278
[2024-03-21 12:45:07] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Zombie at X= -559, Y= 65, Z= 277
[2024-03-21 12:45:07] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:45:08] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:45:37] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:45:37] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:45:42] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:45:42] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:46:26] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Spider at X= -1306, Y= 72, Z= -205
[2024-03-21 12:46:28] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Rabbit at X= -819, Y= 67, Z= 291
[2024-03-21 12:46:38] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -806, Y= 66, Z= 297
[2024-03-21 12:46:42] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain dhar at X= -681, Y= 72, Z= 315
[2024-03-21 12:47:13] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -792, Y= 71, Z= 301
[2024-03-21 12:47:21] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Chicken at X= -771, Y= 70, Z= 282
[2024-03-21 12:47:38] [world] [370f2f41-6d5b-3722-a6eb-6a675f62e120] The Player <dhar> has slain NezukoChan at X= -673, Y= 72, Z= 315
[2024-03-21 12:47:47] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain General_Rihan at X= -572, Y= 69, Z= 318
[2024-03-21 12:47:52] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain NezukoChan at X= -668, Y= 71, Z= 310
[2024-03-21 12:48:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:15] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:16] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:18] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:19] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:48:20] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:48:21] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:48:22] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain dhar at X= -680, Y= 72, Z= 315
[2024-03-21 12:48:26] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Creeper at X= -1310, Y= 67, Z= -268
[2024-03-21 12:48:44] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain dhar at X= -684, Y= 71, Z= 313
[2024-03-21 12:49:00] [world] [370f2f41-6d5b-3722-a6eb-6a675f62e120] The Player <dhar> has slain NezukoChan at X= -676, Y= 72, Z= 305
[2024-03-21 12:49:02] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain dhar at X= -674, Y= 72, Z= 305
[2024-03-21 12:49:09] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:49:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:49:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:49:14] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:49:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Dave_TheCoolGuy at X= -676, Y= 73, Z= 275
[2024-03-21 12:49:49] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain NezukoChan at X= -572, Y= 68, Z= 316
[2024-03-21 12:50:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain General_Rihan at X= -10162, Y= 64, Z= 4119
[2024-03-21 12:50:56] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:50:57] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:50:58] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:50:59] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:51:00] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:51:07] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:51:30] [world] [d9c374e7-4d2a-3167-a5ee-e9d96e7149cd] The Player <dick_slap> has slain Spider at X= -884, Y= 70, Z= 254
[2024-03-21 12:51:36] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:51:52] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:51:55] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:51:56] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:52:09] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:52:10] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:52:45] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Rabbit at X= -684, Y= 72, Z= 301
[2024-03-21 12:53:10] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 12:53:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 12:53:41] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Zombie at X= -1533, Y= 69, Z= -107
[2024-03-21 12:53:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Sheep at X= -10203, Y= 63, Z= 4098
[2024-03-21 12:54:29] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Chicken at X= -10139, Y= 68, Z= 4114
[2024-03-21 12:54:33] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Chicken at X= -10138, Y= 68, Z= 4107
[2024-03-21 13:05:39] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -1302, Y= 72, Z= -190
[2024-03-21 13:24:35] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 13:24:49] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 68, Z= -94
[2024-03-21 13:24:52] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 68, Z= -90
[2024-03-21 13:25:05] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -149, Y= 67, Z= -94
[2024-03-21 13:25:08] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -149, Y= 69, Z= -97
[2024-03-21 13:25:37] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -134, Y= 67, Z= -87
[2024-03-21 13:25:39] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 67, Z= -84
[2024-03-21 13:25:59] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 68, Z= -90
[2024-03-21 13:26:14] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 67, Z= -109
[2024-03-21 13:26:26] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -145, Y= 68, Z= -90
[2024-03-21 13:26:36] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 68, Z= -84
[2024-03-21 13:26:41] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -130, Y= 71, Z= -85
[2024-03-21 13:26:56] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -143, Y= 66, Z= -95
[2024-03-21 13:27:02] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -144, Y= 67, Z= -92
[2024-03-21 13:27:10] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -148, Y= 68, Z= -93
[2024-03-21 13:27:30] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -149, Y= 67, Z= -90
[2024-03-21 13:27:43] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -149, Y= 67, Z= -96
[2024-03-21 13:28:10] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 67, Z= -98
[2024-03-21 13:28:15] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -145, Y= 68, Z= -90
[2024-03-21 13:28:26] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -145, Y= 67, Z= -98
[2024-03-21 13:28:44] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 67, Z= -98
[2024-03-21 13:28:49] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -147, Y= 68, Z= -90
[2024-03-21 13:28:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:28:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:28:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:28:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:29:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:29:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:29:30] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -134, Y= 67, Z= -84
[2024-03-21 13:29:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:29:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:29:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:30:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:30:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:30:39] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -87
[2024-03-21 13:30:40] [world_nether] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Blaze at X= -136, Y= 67, Z= -88
[2024-03-21 13:31:00] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:31:01] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:31:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:31:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:31:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:32:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -117
[2024-03-21 13:32:04] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -1534, Y= 51, Z= -118
[2024-03-21 13:32:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain hi_ at X= -573, Y= 64, Z= 382
[2024-03-21 13:33:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Spider at X= -571, Y= 68, Z= 354
[2024-03-21 13:35:57] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 23, Y= 57, Z= 29
[2024-03-21 13:37:14] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -554, Y= 65, Z= 327
[2024-03-21 13:37:31] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -573, Y= 68, Z= 316
[2024-03-21 13:37:37] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -575, Y= 69, Z= 314
[2024-03-21 13:37:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -572, Y= 68, Z= 316
[2024-03-21 13:37:46] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -573, Y= 68, Z= 316
[2024-03-21 13:37:56] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -565, Y= 69, Z= 326
[2024-03-21 13:38:03] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -573, Y= 68, Z= 316
[2024-03-21 13:38:11] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -573, Y= 68, Z= 316
[2024-03-21 13:38:14] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain hi_ at X= -573, Y= 68, Z= 316
[2024-03-21 13:40:09] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain hi_ at X= 15, Y= 59, Z= 12
[2024-03-21 13:41:22] [world] [0de7a445-9f6f-32e5-b661-94c7daf64b40] The Player <hi_> has slain Chicken at X= -593, Y= 68, Z= 289
[2024-03-21 13:42:28] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= -29, Y= 58, Z= 17
[2024-03-21 13:43:00] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= -28, Y= 58, Z= 42
[2024-03-21 13:43:17] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= -65, Y= 60, Z= 31
[2024-03-21 13:43:20] [world_the_end] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= -59, Y= 60, Z= 39
