[2024-03-19 11:18:15] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -572, Y= 68, Z= 275
[2024-03-20 11:58:12] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Creeper at X= -546, Y= 68, Z= 262
[2024-03-20 12:09:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2808, Y= 67, Z= 790
[2024-03-20 12:09:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2810, Y= 68, Z= 783
[2024-03-20 12:09:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2814, Y= 67, Z= 786
[2024-03-20 12:09:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2818, Y= 68, Z= 782
[2024-03-20 12:10:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2842, Y= 66, Z= 770
[2024-03-20 12:10:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2844, Y= 72, Z= 755
[2024-03-20 12:11:15] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2568, Y= 62, Z= 555
[2024-03-20 12:11:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2868, Y= 71, Z= 744
[2024-03-20 12:11:58] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -2868, Y= 70, Z= 748
[2024-03-20 12:12:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2904, Y= 69, Z= 686
[2024-03-20 12:12:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2903, Y= 69, Z= 687
[2024-03-20 12:12:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -2903, Y= 69, Z= 684
[2024-03-20 12:18:00] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -2810, Y= 12, Z= 610
[2024-03-20 12:27:17] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Skeleton at X= -20, Y= 63, Z= -632
[2024-03-20 12:29:33] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Spider at X= 22, Y= 76, Z= -689
[2024-03-20 12:33:33] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 40, Y= 61, Z= 28
[2024-03-20 12:34:24] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 47, Y= 62, Z= 46
[2024-03-20 12:34:28] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 47, Y= 61, Z= 56
[2024-03-20 12:34:35] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 39, Y= 62, Z= 45
[2024-03-20 12:36:19] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 2, Y= 58, Z= 49
[2024-03-20 12:38:49] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -155, Y= 101, Z= 42
[2024-03-20 12:39:18] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -161, Y= 101, Z= 46
[2024-03-20 12:39:33] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -164, Y= 101, Z= 45
[2024-03-20 12:39:44] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -175, Y= 101, Z= 49
[2024-03-20 12:39:53] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -176, Y= 102, Z= 41
[2024-03-20 12:40:02] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -178, Y= 101, Z= 30
[2024-03-20 12:40:08] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -171, Y= 101, Z= 32
[2024-03-20 12:47:03] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2564, Y= 64, Z= 564
[2024-03-20 12:47:09] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Zombie at X= -546, Y= 68, Z= 266
[2024-03-20 12:48:00] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Horse at X= -595, Y= 68, Z= 355
[2024-03-20 12:48:36] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Rabbit at X= -618, Y= 68, Z= 513
[2024-03-20 12:48:45] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cow at X= -639, Y= 72, Z= 538
[2024-03-20 12:48:51] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -641, Y= 72, Z= 542
[2024-03-20 12:48:53] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Creeper at X= -526, Y= 72, Z= 104
[2024-03-20 12:50:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -374, Y= 65, Z= 55
[2024-03-20 12:52:33] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain digbick at X= -687, Y= 71, Z= 315
[2024-03-20 12:53:34] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain digbick at X= -685, Y= 74, Z= 313
[2024-03-20 12:54:33] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain digbick at X= -683, Y= 71, Z= 312
[2024-03-20 12:54:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -617, Y= 68, Z= 316
[2024-03-20 12:54:40] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -622, Y= 68, Z= 320
[2024-03-20 13:08:46] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2788, Y= 63, Z= 342
[2024-03-20 13:08:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2800, Y= 64, Z= 332
[2024-03-20 13:08:55] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2800, Y= 63, Z= 330
[2024-03-20 13:09:03] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2799, Y= 63, Z= 325
[2024-03-20 13:41:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10288, Y= 65, Z= 3969
[2024-03-20 13:41:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10288, Y= 65, Z= 3966
[2024-03-20 13:41:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10288, Y= 65, Z= 3963
[2024-03-20 13:41:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10284, Y= 64, Z= 3969
[2024-03-20 13:42:03] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10339, Y= 65, Z= 3942
[2024-03-20 13:42:09] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10342, Y= 68, Z= 3941
[2024-03-20 13:42:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10340, Y= 67, Z= 3939
[2024-03-20 13:42:12] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Cow at X= -10343, Y= 67, Z= 3938
[2024-03-20 13:42:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10344, Y= 70, Z= 3940
[2024-03-20 13:42:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -10342, Y= 67, Z= 3938
[2024-03-20 13:42:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -10342, Y= 67, Z= 3939
[2024-03-20 13:49:19] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:49:29] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:49:29] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:53:30] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2776, Y= 67, Z= 270
[2024-03-20 13:53:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2803, Y= 69, Z= 285
[2024-03-20 13:53:56] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain MrBlob2U at X= -494, Y= 77, Z= -504
[2024-03-20 13:54:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2819, Y= 66, Z= 296
[2024-03-20 13:54:20] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -630, Y= 68, Z= 273
[2024-03-20 13:54:24] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2851, Y= 63, Z= 319
[2024-03-20 13:54:24] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain MrBlob2U at X= -494, Y= 77, Z= -506
[2024-03-20 13:54:36] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2851, Y= 64, Z= 306
[2024-03-20 13:54:45] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2869, Y= 67, Z= 287
[2024-03-20 13:55:07] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Spider at X= -728, Y= 69, Z= 293
[2024-03-20 13:55:22] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -724, Y= 70, Z= 296
[2024-03-20 13:55:30] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Skeleton at X= -567, Y= 56, Z= 269
[2024-03-20 13:55:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10318, Y= 24, Z= 3628
[2024-03-20 13:55:39] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Horse at X= -734, Y= 69, Z= 286
[2024-03-20 13:55:40] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Horse at X= -577, Y= 56, Z= 269
[2024-03-20 13:55:43] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Horse at X= -575, Y= 56, Z= 269
[2024-03-20 13:55:48] [world_nether] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Blaze at X= -148, Y= 71, Z= -91
[2024-03-20 13:56:23] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Spider at X= -553, Y= 64, Z= 281
[2024-03-20 13:56:30] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Zombie at X= -551, Y= 64, Z= 285
[2024-03-20 13:56:56] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 24, Z= 183
[2024-03-20 13:56:57] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -612, Y= 24, Z= 183
[2024-03-20 13:56:59] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:56:59] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:00] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:00] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2953, Y= 70, Z= 63
[2024-03-20 13:57:00] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:00] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:01] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 13:57:28] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Cow at X= -1328, Y= 67, Z= -259
[2024-03-20 13:57:45] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2856, Y= 78, Z= -21
[2024-03-20 13:57:51] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1313, Y= 67, Z= -270
[2024-03-20 13:57:51] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2849, Y= 78, Z= -29
[2024-03-20 13:57:54] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Creeper at X= -1311, Y= 67, Z= -269
[2024-03-20 13:57:58] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2846, Y= 78, Z= -22
[2024-03-20 13:58:08] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2843, Y= 78, Z= -33
[2024-03-20 13:58:17] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 105, Y= -65, Z= 0
[2024-03-20 13:58:32] [world_nether] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Zombie Pigman at X= -73, Y= 79, Z= 12
[2024-03-20 13:58:42] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Zombie at X= -1362, Y= 67, Z= -231
[2024-03-20 13:58:51] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Horse at X= -512, Y= 88, Z= 187
[2024-03-20 13:58:52] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 96, Y= 50, Z= 0
[2024-03-20 13:59:11] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 100, Y= 49, Z= -1
[2024-03-20 13:59:17] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= -1339, Y= 71, Z= -183
[2024-03-20 13:59:32] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -531, Y= 72, Z= 122
[2024-03-20 14:00:11] [world] [a22317a5-ae4b-33d7-8478-76e621786389] The Player <Sword4001> has slain Skeleton at X= -613, Y= 64, Z= 331
[2024-03-20 14:00:12] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Squid at X= -628, Y= 62, Z= 132
[2024-03-20 14:00:27] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Rabbit at X= -647, Y= 67, Z= 107
[2024-03-20 14:00:49] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= 9982, Y= 69, Z= 1114
[2024-03-20 14:00:53] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain MrBlob2U at X= -739, Y= 11, Z= 202
[2024-03-20 14:00:59] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 100, Y= 37, Z= -1
[2024-03-20 14:01:04] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Enderman at X= 99, Y= 24, Z= -1
[2024-03-20 14:01:19] [world_the_end] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain somebody139 at X= 94, Y= 17, Z= -3
[2024-03-20 14:01:23] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -850, Y= 64, Z= -9
[2024-03-20 14:01:29] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -856, Y= 65, Z= -16
[2024-03-20 14:01:31] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Witch at X= -870, Y= 70, Z= -28
[2024-03-20 14:01:36] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -874, Y= 70, Z= -18
[2024-03-20 14:01:38] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -877, Y= 71, Z= -17
[2024-03-20 14:01:46] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -2824, Y= 79, Z= -210
[2024-03-20 14:01:54] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -2829, Y= 79, Z= -219
[2024-03-20 14:01:55] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -2825, Y= 79, Z= -221
[2024-03-20 14:01:57] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Pig at X= -2822, Y= 80, Z= -231
[2024-03-20 14:01:59] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= 9980, Y= 69, Z= 1140
[2024-03-20 14:02:20] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain NezukoChan at X= -578, Y= 69, Z= 321
[2024-03-20 14:02:26] [world] [09358e25-5200-3fd6-aa8b-da037375f2a6] The Player <somebody139> has slain Skeleton at X= -552, Y= 47, Z= 438
[2024-03-20 14:02:27] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -1126, Y= 62, Z= -25
[2024-03-20 14:02:44] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= 9944, Y= 67, Z= 1160
[2024-03-20 14:03:22] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain kumquat at X= -571, Y= 64, Z= 292
[2024-03-20 14:03:31] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Rabbit at X= -1246, Y= 67, Z= 44
[2024-03-20 14:03:32] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= 9973, Y= 68, Z= 1133
[2024-03-20 14:03:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Creeper at X= -10344, Y= 12, Z= 3556
[2024-03-20 14:04:07] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Cow at X= -1283, Y= 88, Z= 198
[2024-03-20 14:04:11] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Cow at X= -1285, Y= 91, Z= 196
[2024-03-20 14:04:49] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Rip_Dogwater at X= 9981, Y= 68, Z= 1137
[2024-03-20 14:04:49] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= 9980, Y= 68, Z= 1140
[2024-03-20 14:04:56] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Villager at X= -1235, Y= 69, Z= 225
[2024-03-20 14:05:12] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= 9966, Y= 69, Z= 1148
[2024-03-20 14:05:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10352, Y= 13, Z= 3589
[2024-03-20 14:06:31] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Enderman at X= -1207, Y= 68, Z= 406
[2024-03-20 14:06:45] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:46] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:47] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:47] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -1196, Y= 71, Z= 464
[2024-03-20 14:06:48] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:48] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:48] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:49] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -1193, Y= 71, Z= 470
[2024-03-20 14:06:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:49] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:06:50] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -1194, Y= 70, Z= 459
[2024-03-20 14:06:55] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -1204, Y= 70, Z= 481
[2024-03-20 14:07:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:07:02] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:07:17] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Creeper at X= -1215, Y= 71, Z= 514
[2024-03-20 14:07:25] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -1223, Y= 70, Z= 533
[2024-03-20 14:07:31] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Creeper at X= -1224, Y= 70, Z= 538
[2024-03-20 14:08:25] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Chicken at X= -1143, Y= 74, Z= 578
[2024-03-20 14:08:45] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Cow at X= -1129, Y= 70, Z= 614
[2024-03-20 14:08:58] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Skeleton at X= -615, Y= 31, Z= 212
[2024-03-20 14:09:17] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= 9963, Y= 68, Z= 1136
[2024-03-20 14:09:20] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= 9976, Y= 68, Z= 1132
[2024-03-20 14:09:39] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= 9979, Y= 68, Z= 1150
[2024-03-20 14:09:44] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= 9978, Y= 68, Z= 1159
[2024-03-20 14:10:21] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= 9979, Y= 68, Z= 1123
[2024-03-20 14:10:23] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 75, Y= 60, Z= 4
[2024-03-20 14:10:35] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= 82, Y= 58, Z= 5
[2024-03-20 14:10:37] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain MrBlob2U at X= -574, Y= 68, Z= 246
