[2024-03-21 19:46:43] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain astronomy at X= -1551, Y= 69, Z= -122
[2024-03-24 21:08:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:29] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:32] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:08:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:08:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:42] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:42] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:42] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:08:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:49] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:50] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:51] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:51] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:08:52] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:08:53] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:08:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:08:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:08:57] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:04] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:04] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:05] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:06] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:07] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:08] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:08] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:09] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:12] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:13] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:14] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:17] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:18] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:22] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:33] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:34] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:35] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:36] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:37] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:38] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:39] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:41] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:42] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:43] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4031
[2024-03-24 21:09:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:09:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:44] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:45] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:09:46] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:47] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:09:48] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:54] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:55] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:56] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:57] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:13:59] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:15] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:14:16] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:14:19] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4031
[2024-03-24 21:14:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
[2024-03-24 21:14:22] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:23] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:24] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:25] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:26] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:28] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:29] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:30] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10299, Y= 36, Z= 4030
[2024-03-24 21:14:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -10300, Y= 36, Z= 4030
