[2024-03-27 13:43:10] [world] The Player <Milk_Frog> has picked 1 of RED_ROSE at X= -606, Y= 68, Z= 250 that had [] enchantment(s) |  
[2024-03-28 00:29:02] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 59, Z= 244 that had [] enchantment(s) |  
[2024-03-28 00:29:20] [world] The Player <xcpc> has picked 1 of TORCH at X= -444, Y= 60, Z= 242 that had [] enchantment(s) |  
[2024-03-28 00:32:30] [world] The Player <NezukoChan> has picked 1 of DIRT at X= -544, Y= 67, Z= 314 that had [] enchantment(s) |  
[2024-03-28 00:32:47] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 72, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:32:47] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 71, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:32:48] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 72, Z= 256 that had [] enchantment(s) |  
[2024-03-28 00:32:49] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 256 that had [] enchantment(s) |  
[2024-03-28 00:32:50] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 72, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:32:50] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:33:23] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -451, Y= 70, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:34:10] [world] The Player <defnotnezuko> has picked 1 of RAW_CHICKEN at X= -10181, Y= 59, Z= 4119 that had [] enchantment(s) |  
[2024-03-28 00:35:24] [world] The Player <defnotnezuko> has picked 1 of EGG at X= -10177, Y= 64, Z= 4115 that had [] enchantment(s) |  
[2024-03-28 00:35:31] [world] The Player <defnotnezuko> has picked 1 of FEATHER at X= -10160, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-28 00:36:54] [world] The Player <defnotnezuko> has picked 1 of WHEAT at X= -10202, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-28 00:36:55] [world] The Player <defnotnezuko> has picked 1 of SEEDS at X= -10202, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-28 00:36:58] [world] The Player <defnotnezuko> has picked 1 of SEEDS at X= -10206, Y= 64, Z= 4133 that had [] enchantment(s) |  
[2024-03-28 00:37:04] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:37:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 258 that had [] enchantment(s) |  
[2024-03-28 00:37:05] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 72, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:37:06] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:37:09] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -450, Y= 71, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:38:06] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 71, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:38:07] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 72, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:38:08] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 72, Z= 258 that had [] enchantment(s) |  
[2024-03-28 00:38:09] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 72, Z= 258 that had [] enchantment(s) |  
[2024-03-28 00:38:18] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:38:18] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 71, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:38:20] [world] The Player <xcpc> has picked 1 of TORCH at X= -450, Y= 71, Z= 258 that had [] enchantment(s) |  
[2024-03-28 00:40:33] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -457, Y= 72, Z= 255 that had [] enchantment(s) |  
[2024-03-28 00:43:06] [world] The Player <defnotnezuko> has picked 1 of FEATHER at X= -10156, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-28 00:43:14] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -450, Y= 70, Z= 257 that had [] enchantment(s) |  
[2024-03-28 00:43:23] [world] The Player <defnotnezuko> has picked 1 of FEATHER at X= -10155, Y= 65, Z= 4118 that had [] enchantment(s) |  
[2024-03-28 00:43:32] [world] The Player <defnotnezuko> has picked 1 of ITEM_FRAME at X= -10146, Y= 64, Z= 4114 that had [] enchantment(s) |  
[2024-03-28 00:47:14] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 204, Y= 54, Z= 75 that had [] enchantment(s) |  
[2024-03-28 00:48:01] [world_nether] The Player <Heinrich_Himmler> has picked 1 of NETHERRACK at X= 195, Y= 56, Z= -34 that had [] enchantment(s) |  
[2024-03-28 00:48:05] [world] The Player <xcpc> has picked 1 of SAND at X= -455, Y= 72, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:05] [world_nether] The Player <Heinrich_Himmler> has picked 5 of NETHERRACK at X= 196, Y= 57, Z= -34 that had [] enchantment(s) |  
[2024-03-28 00:48:06] [world] The Player <xcpc> has picked 1 of SAND at X= -455, Y= 73, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:17] [world] The Player <xcpc> has picked 1 of SAND at X= -455, Y= 72, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:18] [world] The Player <xcpc> has picked 2 of SAND at X= -456, Y= 71, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:22] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -455, Y= 70, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:24] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -454, Y= 70, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:25] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -454, Y= 69, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:26] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -453, Y= 70, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:27] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -453, Y= 68, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:28] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -452, Y= 68, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:29] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -452, Y= 67, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:30] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -451, Y= 67, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:30] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 66, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:31] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -451, Y= 66, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:32] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -450, Y= 65, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:34] [world] The Player <xcpc> has picked 3 of SANDSTONE at X= -449, Y= 64, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:35] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 65, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:36] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -449, Y= 64, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:40] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 64, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:41] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -448, Y= 63, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:41] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 62, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:42] [world_nether] The Player <Heinrich_Himmler> has picked 3 of NETHERRACK at X= 150, Y= 49, Z= -57 that had [] enchantment(s) |  
[2024-03-28 00:48:42] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -447, Y= 62, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:43] [world] The Player <xcpc> has picked 2 of SANDSTONE at X= -446, Y= 61, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:44] [world] The Player <xcpc> has picked 1 of SANDSTONE at X= -445, Y= 62, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:45] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 61, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:46] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -445, Y= 60, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:47] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 61, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:47] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 60, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:48] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -444, Y= 59, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:49] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 60, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:50] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 59, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:50] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -443, Y= 58, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:51] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 59, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:52] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 58, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:54] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:55] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:57] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:48:59] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:01] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:01] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:03] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:03] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:04] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:05] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:49:06] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:49:06] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:07] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:08] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:09] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:10] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:10] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:11] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:49:12] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:14] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -440, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:15] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -440, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:49:18] [world] The Player <xcpc> has picked 4 of COBBLESTONE at X= -440, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:49:19] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -439, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:21] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:22] [world] The Player <xcpc> has picked 1 of COAL at X= -441, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:24] [world] The Player <xcpc> has picked 1 of COAL at X= -441, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:24] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -441, Y= 57, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:26] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 58, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:27] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:28] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:28] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -442, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:30] [world] The Player <xcpc> has picked 1 of COAL at X= -443, Y= 58, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:31] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:32] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 57, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:33] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 58, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:34] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:35] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:36] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 58, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:37] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 58, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:49:39] [world] The Player <xcpc> has picked 1 of COAL at X= -444, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of ROTTEN_FLESH at X= 21, Y= 35, Z= -48 that had [] enchantment(s) |  
[2024-03-28 00:49:40] [world] The Player <xcpc> has picked 1 of COAL at X= -445, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_SWORD at X= 21, Y= 35, Z= -49 that had [] enchantment(s) |  
[2024-03-28 00:49:40] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 20, Y= 35, Z= -48 that had [] enchantment(s) |  
[2024-03-28 00:49:43] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 57, Z= 260 that had [] enchantment(s) |  
[2024-03-28 00:49:44] [world] The Player <xcpc> has picked 1 of COAL at X= -442, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:45] [world] The Player <xcpc> has picked 1 of COAL at X= -441, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:48] [world] The Player <xcpc> has picked 2 of COAL at X= -441, Y= 58, Z= 259 that had [] enchantment(s) |  
[2024-03-28 00:49:49] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 18, Y= 36, Z= -45 that had [] enchantment(s) |  
[2024-03-28 00:49:49] [world] The Player <xcpc> has picked 1 of COAL at X= -441, Y= 58, Z= 258 that had [] enchantment(s) |  
[2024-03-28 00:50:09] [world_nether] The Player <Heinrich_Himmler> has picked 1 of GOLD_NUGGET at X= 3, Y= 38, Z= -49 that had [] enchantment(s) |  
[2024-03-28 00:50:10] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:11] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -439, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:50:12] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:50:12] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:15] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:15] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -439, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:50:16] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -439, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:50:17] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:23] [world] The Player <xcpc> has picked 7 of COBBLESTONE at X= -438, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:24] [world] The Player <xcpc> has picked 1 of STONE at X= -437, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:50:27] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -438, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:50:29] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -437, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:50:29] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -438, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:50:30] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -438, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:50:31] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -437, Y= 58, Z= 265 that had [] enchantment(s) |  
[2024-03-28 00:50:32] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -437, Y= 57, Z= 265 that had [] enchantment(s) |  
[2024-03-28 00:50:33] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -437, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:50:34] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -438, Y= 57, Z= 265 that had [] enchantment(s) |  
[2024-03-28 00:50:36] [world] The Player <xcpc> has picked 2 of IRON_ORE at X= -437, Y= 56, Z= 265 that had [] enchantment(s) |  
[2024-03-28 00:50:37] [world] The Player <xcpc> has picked 1 of IRON_ORE at X= -437, Y= 56, Z= 266 that had [] enchantment(s) |  
[2024-03-28 00:50:52] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -436, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:54] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -436, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:50:55] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -436, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:50:56] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -437, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:50:58] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -436, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:51:01] [world] The Player <xcpc> has picked 1 of STONE at X= -436, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:51:02] [world] The Player <xcpc> has picked 1 of STONE at X= -436, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:51:05] [world] The Player <xcpc> has picked 1 of STONE at X= -437, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:51:06] [world] The Player <xcpc> has picked 6 of COBBLESTONE at X= -435, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:51:07] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -434, Y= 57, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:51:07] [world] The Player <Tester> has picked 1 of MONSTER_EGG at X= -10181, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-28 00:51:10] [world] The Player <xcpc> has picked 4 of COBBLESTONE at X= -434, Y= 57, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:51:19] [world] The Player <xcpc> has picked 1 of STONE at X= -434, Y= 56, Z= 262 that had [] enchantment(s) |  
[2024-03-28 00:51:19] [world] The Player <xcpc> has picked 11 of COBBLESTONE at X= -434, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:51:20] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -433, Y= 56, Z= 261 that had [] enchantment(s) |  
[2024-03-28 00:52:49] [world_the_end] The Player <Heinrich_Himmler> has picked 7 of SLIME_BALL at X= -14, Y= 62, Z= -65 that had [] enchantment(s) |  
[2024-03-28 00:53:03] [world] The Player <xcpc> has picked 2 of COBBLESTONE at X= -441, Y= 56, Z= 263 that had [] enchantment(s) |  
[2024-03-28 00:53:09] [world] The Player <xcpc> has picked 12 of COBBLESTONE at X= -439, Y= 57, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:53:11] [world] The Player <xcpc> has picked 3 of COBBLESTONE at X= -440, Y= 56, Z= 264 that had [] enchantment(s) |  
[2024-03-28 00:53:12] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -440, Y= 56, Z= 265 that had [] enchantment(s) |  
[2024-03-28 00:54:34] [world_the_end] The Player <Heinrich_Himmler> has picked 1 of SLIME_BLOCK at X= -4, Y= 58, Z= -69 that had [] enchantment(s) |  
