[2024-03-20 19:10:05] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10241, Y= 64, Z= 4090 that had [] enchantment(s) |  
[2024-03-21 12:37:08] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -439, Y= 72, Z= -93 that had [] enchantment(s) |  
[2024-03-21 12:37:10] [world] The Player <digbick> has picked 3 of COBBLESTONE at X= -673, Y= 54, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:37:10] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 81, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:11] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -673, Y= 54, Z= 314 that had [] enchantment(s) |  
[2024-03-21 12:37:11] [world] The Player <dhar> has picked 1 of LOG at X= -670, Y= 80, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:37:12] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 80, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:37:12] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 80, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:13] [world] The Player <PenguinBoi> has picked 1 of BONE at X= -447, Y= 68, Z= -95 that had [] enchantment(s) |  
[2024-03-21 12:37:13] [world] The Player <PenguinBoi> has picked 1 of BONE at X= -447, Y= 68, Z= -95 that had [] enchantment(s) |  
[2024-03-21 12:37:13] [world] The Player <digbick> has picked 4 of COBBLESTONE at X= -673, Y= 52, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:37:15] [world] The Player <character> has picked 1 of SEEDS at X= -382, Y= 88, Z= -52 that had [] enchantment(s) |  
[2024-03-21 12:37:15] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -672, Y= 52, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:20] [world] The Player <I_am_amazing> has picked 2 of COAL_ORE at X= -1218, Y= 16, Z= -393 that had [] enchantment(s) |  
[2024-03-21 12:37:21] [world] The Player <I_am_amazing> has picked 3 of COAL_ORE at X= -1216, Y= 18, Z= -393 that had [] enchantment(s) |  
[2024-03-21 12:37:24] [world] The Player <Dave_TheCoolGuy> has picked 9 of COBBLESTONE at X= -671, Y= 51, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:25] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -670, Y= 50, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:25] [world] The Player <dick_slap> has picked 1 of BOW at X= -770, Y= 63, Z= 239 that had [] enchantment(s) |  
[2024-03-21 12:37:26] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -670, Y= 50, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:26] [world] The Player <dick_slap> has picked 42 of ARROW at X= -770, Y= 63, Z= 238 that had [] enchantment(s) |  
[2024-03-21 12:37:26] [world] The Player <PenguinBoi> has picked 2 of SULPHUR at X= -455, Y= 69, Z= -98 that had [] enchantment(s) |  
[2024-03-21 12:37:28] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 81, Z= 295 that had [] enchantment(s) |  
[2024-03-21 12:37:29] [world] The Player <Dave_TheCoolGuy> has picked 23 of COBBLESTONE at X= -668, Y= 49, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:30] [world] The Player <PenguinBoi> has picked 1 of STRING at X= -455, Y= 69, Z= -100 that had [] enchantment(s) |  
[2024-03-21 12:37:30] [world] The Player <PenguinBoi> has picked 2 of SULPHUR at X= -456, Y= 69, Z= -100 that had [] enchantment(s) |  
[2024-03-21 12:37:32] [world] The Player <PenguinBoi> has picked 2 of STRING at X= -460, Y= 69, Z= -100 that had [] enchantment(s) |  
[2024-03-21 12:37:33] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 81, Z= 295 that had [] enchantment(s) |  
[2024-03-21 12:37:33] [world] The Player <Tester> has picked 3 of ROTTEN_FLESH at X= -1536, Y= 50, Z= -118 that had [] enchantment(s) |  
[2024-03-21 12:37:35] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -666, Y= 49, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:37] [world] The Player <Dave_TheCoolGuy> has picked 7 of COBBLESTONE at X= -666, Y= 47, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:38] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 81, Z= 295 that had [] enchantment(s) |  
[2024-03-21 12:37:41] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 81, Z= 296 that had [] enchantment(s) |  
[2024-03-21 12:37:41] [world] The Player <Dave_TheCoolGuy> has picked 5 of COBBLESTONE at X= -665, Y= 46, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:42] [world] The Player <Dave_TheCoolGuy> has picked 4 of COBBLESTONE at X= -663, Y= 46, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:43] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 81, Z= 296 that had [] enchantment(s) |  
[2024-03-21 12:37:43] [world] The Player <PenguinBoi> has picked 1 of RAW_CHICKEN at X= -475, Y= 70, Z= -122 that had [] enchantment(s) |  
[2024-03-21 12:37:43] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -663, Y= 46, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:45] [world] The Player <dhar> has picked 2 of LOG at X= -671, Y= 72, Z= 295 that had [] enchantment(s) |  
[2024-03-21 12:37:45] [world] The Player <dhar> has picked 1 of SAPLING at X= -671, Y= 72, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:37:47] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1215, Y= 17, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:37:47] [world] The Player <dhar> has picked 2 of LOG at X= -672, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:48] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:48] [world] The Player <ACE> has picked 8 of COAL at X= -770, Y= 64, Z= 236 that had [] enchantment(s) |  
[2024-03-21 12:37:48] [world] The Player <dhar> has picked 1 of LOG at X= -673, Y= 72, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:49] [world] The Player <I_am_amazing> has picked 1 of STONE at X= -1215, Y= 16, Z= -412 that had [] enchantment(s) |  
[2024-03-21 12:37:49] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1216, Y= 16, Z= -412 that had [] enchantment(s) |  
[2024-03-21 12:37:49] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1216, Y= 16, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:37:50] [world] The Player <Dave_TheCoolGuy> has picked 7 of COBBLESTONE at X= -669, Y= 47, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:37:51] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 75, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:51] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -668, Y= 47, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:37:51] [world] The Player <I_am_amazing> has picked 5 of COAL_ORE at X= -1217, Y= 16, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:37:52] [world] The Player <Bobuz> has picked 1 of WOOD at X= -363, Y= 88, Z= -56 that had [] enchantment(s) |  
[2024-03-21 12:37:52] [world] The Player <I_am_amazing> has picked 2 of COAL_ORE at X= -1217, Y= 16, Z= -410 that had [] enchantment(s) |  
[2024-03-21 12:37:53] [world] The Player <I_am_amazing> has picked 2 of COAL_ORE at X= -1216, Y= 16, Z= -409 that had [] enchantment(s) |  
[2024-03-21 12:37:53] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:54] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -453, Y= 68, Z= -126 that had [] enchantment(s) |  
[2024-03-21 12:37:54] [world] The Player <I_am_amazing> has picked 2 of COAL_ORE at X= -1216, Y= 16, Z= -409 that had [] enchantment(s) |  
[2024-03-21 12:37:55] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -454, Y= 69, Z= -125 that had [] enchantment(s) |  
[2024-03-21 12:37:56] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -452, Y= 68, Z= -125 that had [] enchantment(s) |  
[2024-03-21 12:37:58] [world] The Player <I_am_amazing> has picked 7 of COAL_ORE at X= -1217, Y= 15, Z= -410 that had [] enchantment(s) |  
[2024-03-21 12:37:59] [world] The Player <dhar> has picked 2 of LOG at X= -670, Y= 72, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:37:59] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -452, Y= 69, Z= -126 that had [] enchantment(s) |  
[2024-03-21 12:38:00] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1218, Y= 15, Z= -410 that had [] enchantment(s) |  
[2024-03-21 12:38:00] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1218, Y= 16, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:38:03] [world] The Player <PenguinBoi> has picked 2 of LOG_2 at X= -453, Y= 68, Z= -126 that had [] enchantment(s) |  
[2024-03-21 12:38:04] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -453, Y= 68, Z= -127 that had [] enchantment(s) |  
[2024-03-21 12:38:05] [world] The Player <dhar> has picked 1 of LOG at X= -670, Y= 73, Z= 292 that had [] enchantment(s) |  
[2024-03-21 12:38:06] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1218, Y= 16, Z= -412 that had [] enchantment(s) |  
[2024-03-21 12:38:06] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -455, Y= 69, Z= -125 that had [] enchantment(s) |  
[2024-03-21 12:38:06] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -667, Y= 47, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:07] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -667, Y= 47, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:07] [world] The Player <digbick> has picked 3 of COBBLESTONE at X= -664, Y= 45, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:07] [world] The Player <I_am_amazing> has picked 1 of COBBLESTONE at X= -1219, Y= 16, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:38:07] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -663, Y= 45, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:07] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -667, Y= 46, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:08] [world] The Player <I_am_amazing> has picked 3 of IRON_ORE at X= -1219, Y= 16, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:38:08] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -666, Y= 46, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:08] [world] The Player <dhar> has picked 1 of LOG at X= -669, Y= 74, Z= 292 that had [] enchantment(s) |  
[2024-03-21 12:38:09] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1219, Y= 15, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:38:09] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 72, Z= 292 that had [] enchantment(s) |  
[2024-03-21 12:38:10] [world] The Player <digbick> has picked 10 of COBBLESTONE at X= -663, Y= 45, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:12] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -662, Y= 43, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:13] [world] The Player <somebody139> has picked 1 of RAILS at X= -780, Y= 41, Z= 196 that had [] enchantment(s) |  
[2024-03-21 12:38:16] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -664, Y= 45, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:18] [world] The Player <digbick> has picked 1 of DIRT at X= -661, Y= 42, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:18] [world] The Player <digbick> has picked 10 of COBBLESTONE at X= -660, Y= 42, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:18] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -666, Y= 45, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:19] [world] The Player <Tester> has picked 3 of ROTTEN_FLESH at X= -1537, Y= 50, Z= -117 that had [] enchantment(s) |  
[2024-03-21 12:38:21] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -665, Y= 44, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:23] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -664, Y= 44, Z= 311 that had [] enchantment(s) |  
[2024-03-21 12:38:23] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 66, Z= -132 that had [] enchantment(s) |  
[2024-03-21 12:38:23] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -664, Y= 44, Z= 311 that had [] enchantment(s) |  
[2024-03-21 12:38:24] [world] The Player <Dave_TheCoolGuy> has picked 2 of IRON_ORE at X= -664, Y= 43, Z= 310 that had [] enchantment(s) |  
[2024-03-21 12:38:25] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -665, Y= 43, Z= 311 that had [] enchantment(s) |  
[2024-03-21 12:38:25] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -664, Y= 43, Z= 310 that had [] enchantment(s) |  
[2024-03-21 12:38:26] [world] The Player <Dave_TheCoolGuy> has picked 2 of IRON_ORE at X= -665, Y= 42, Z= 310 that had [] enchantment(s) |  
[2024-03-21 12:38:26] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 66, Z= -132 that had [] enchantment(s) |  
[2024-03-21 12:38:26] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -665, Y= 42, Z= 310 that had [] enchantment(s) |  
[2024-03-21 12:38:27] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 40, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:27] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 67, Z= -132 that had [] enchantment(s) |  
[2024-03-21 12:38:28] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -436, Y= 66, Z= -132 that had [] enchantment(s) |  
[2024-03-21 12:38:29] [world] The Player <I_am_amazing> has picked 2 of COAL_ORE at X= -1198, Y= 14, Z= -413 that had [] enchantment(s) |  
[2024-03-21 12:38:30] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 14, Z= -412 that had [] enchantment(s) |  
[2024-03-21 12:38:30] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1198, Y= 14, Z= -413 that had [] enchantment(s) |  
[2024-03-21 12:38:30] [world] The Player <somebody139> has picked 1 of TORCH at X= -779, Y= 40, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:31] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 68, Z= -133 that had [] enchantment(s) |  
[2024-03-21 12:38:31] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 14, Z= -413 that had [] enchantment(s) |  
[2024-03-21 12:38:31] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 14, Z= -414 that had [] enchantment(s) |  
[2024-03-21 12:38:32] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 14, Z= -414 that had [] enchantment(s) |  
[2024-03-21 12:38:32] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 67, Z= -132 that had [] enchantment(s) |  
[2024-03-21 12:38:33] [world] The Player <dhar> has picked 1 of LOG at X= -673, Y= 79, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:38:34] [world] The Player <PenguinBoi> has picked 1 of LOG_2 at X= -437, Y= 65, Z= -131 that had [] enchantment(s) |  
[2024-03-21 12:38:35] [world] The Player <PenguinBoi> has picked 2 of LOG_2 at X= -438, Y= 64, Z= -133 that had [] enchantment(s) |  
[2024-03-21 12:38:35] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 39, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:36] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 38, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:37] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 37, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:37] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1195, Y= 13, Z= -414 that had [] enchantment(s) |  
[2024-03-21 12:38:38] [world] The Player <I_am_amazing> has picked 8 of COAL_ORE at X= -1195, Y= 13, Z= -414 that had [] enchantment(s) |  
[2024-03-21 12:38:38] [world] The Player <digbick> has picked 23 of TORCH at X= -664, Y= 44, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:38] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 36, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:39] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 34, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:38:39] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 13, Z= -414 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 1 of RAW_CHICKEN at X= 499, Y= 80, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 3 of SAND at X= 500, Y= 80, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 8 of PRISMARINE at X= 500, Y= 80, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 64 of COBBLESTONE at X= 500, Y= 80, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 1 of SPRUCE_DOOR_ITEM at X= 499, Y= 80, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:42] [world] The Player <VeerIsKKK> has picked 17 of COBBLESTONE at X= 498, Y= 69, Z= 2251 that had [] enchantment(s) |  
[2024-03-21 12:38:43] [world] The Player <I_am_amazing> has picked 3 of COAL_ORE at X= -1197, Y= 14, Z= -411 that had [] enchantment(s) |  
[2024-03-21 12:38:43] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1197, Y= 13, Z= -412 that had [] enchantment(s) |  
[2024-03-21 12:38:43] [world] The Player <digbick> has picked 1 of DIRT at X= -660, Y= 42, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:45] [world] The Player <I_am_amazing> has picked 1 of COBBLESTONE at X= -1199, Y= 14, Z= -415 that had [] enchantment(s) |  
[2024-03-21 12:38:46] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -663, Y= 44, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:46] [world] The Player <I_am_amazing> has picked 1 of GOLD_ORE at X= -1199, Y= 14, Z= -415 that had [] enchantment(s) |  
[2024-03-21 12:38:46] [world] The Player <I_am_amazing> has picked 1 of GOLD_ORE at X= -1199, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:47] [world] The Player <I_am_amazing> has picked 1 of GOLD_ORE at X= -1200, Y= 14, Z= -415 that had [] enchantment(s) |  
[2024-03-21 12:38:47] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1200, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:48] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1199, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:48] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -663, Y= 42, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:49] [world] The Player <digbick> has picked 1 of DIRT at X= -660, Y= 41, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:49] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1200, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:49] [world] The Player <Dave_TheCoolGuy> has picked 13 of COBBLESTONE at X= -661, Y= 41, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:50] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1200, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:50] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1200, Y= 15, Z= -417 that had [] enchantment(s) |  
[2024-03-21 12:38:50] [world] The Player <I_am_amazing> has picked 1 of COBBLESTONE at X= -1199, Y= 15, Z= -417 that had [] enchantment(s) |  
[2024-03-21 12:38:51] [world] The Player <I_am_amazing> has picked 1 of IRON_ORE at X= -1200, Y= 14, Z= -416 that had [] enchantment(s) |  
[2024-03-21 12:38:52] [world] The Player <A_Random_Person> has picked 4 of ROTTEN_FLESH at X= -1536, Y= 50, Z= -118 that had [] enchantment(s) |  
[2024-03-21 12:38:52] [world] The Player <I_am_amazing> has picked 2 of IRON_ORE at X= -1201, Y= 14, Z= -417 that had [] enchantment(s) |  
[2024-03-21 12:38:52] [world] The Player <PenguinBoi> has picked 3 of PORK at X= -439, Y= 69, Z= -177 that had [] enchantment(s) |  
[2024-03-21 12:38:53] [world] The Player <Dave_TheCoolGuy> has picked 4 of COBBLESTONE at X= -661, Y= 40, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:54] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -661, Y= 40, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:55] [world] The Player <Tester> has picked 1 of INK_SACK at X= -1539, Y= 50, Z= -117 that had [] enchantment(s) | §eFlashbang§e
[2024-03-21 12:38:55] [world] The Player <PenguinBoi> has picked 3 of PORK at X= -439, Y= 67, Z= -187 that had [] enchantment(s) |  
[2024-03-21 12:38:56] [world] The Player <Dave_TheCoolGuy> has picked 4 of COBBLESTONE at X= -660, Y= 39, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -658, Y= 39, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -658, Y= 38, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -659, Y= 38, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 76, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -659, Y= 38, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:38:58] [world] The Player <dhar> has picked 1 of LOG at X= -671, Y= 74, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:38:59] [world] The Player <dhar> has picked 7 of LOG at X= -671, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-21 12:38:59] [world] The Player <Bobuz> has picked 2 of SAPLING at X= -380, Y= 88, Z= -49 that had [] enchantment(s) |  
[2024-03-21 12:39:00] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 72, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:39:00] [world] The Player <Dave_TheCoolGuy> has picked 8 of COBBLESTONE at X= -657, Y= 37, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:39:00] [world] The Player <dhar> has picked 1 of LOG at X= -672, Y= 72, Z= 292 that had [] enchantment(s) |  
[2024-03-21 12:39:01] [world] The Player <dhar> has picked 2 of SAPLING at X= -673, Y= 72, Z= 295 that had [] enchantment(s) |  
[2024-03-21 12:39:05] [world] The Player <dhar> has picked 1 of SAPLING at X= -667, Y= 71, Z= 294 that had [] enchantment(s) |  
[2024-03-21 12:39:06] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -658, Y= 37, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:39:07] [world] The Player <Dave_TheCoolGuy> has picked 3 of COBBLESTONE at X= -656, Y= 39, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:39:07] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -656, Y= 39, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:39:08] [world] The Player <Dave_TheCoolGuy> has picked 2 of STONE at X= -657, Y= 36, Z= 312 that had [] enchantment(s) |  
[2024-03-21 12:39:08] [world] The Player <Dave_TheCoolGuy> has picked 1 of STONE at X= -657, Y= 36, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:39:08] [world] The Player <Bobuz> has picked 2 of LOG at X= -399, Y= 86, Z= -33 that had [] enchantment(s) |  
[2024-03-21 12:39:09] [world] The Player <somebody139> has picked 1 of STONE at X= -779, Y= 31, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:39:10] [world] The Player <Tester> has picked 3 of INK_SACK at X= -1541, Y= 51, Z= -117 that had [] enchantment(s) | §eFlashbang§e
[2024-03-21 12:39:10] [world] The Player <somebody139> has picked 1 of STONE at X= -779, Y= 30, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:39:10] [world] The Player <PenguinBoi> has picked 2 of RAW_CHICKEN at X= -413, Y= 69, Z= -189 that had [] enchantment(s) |  
[2024-03-21 12:39:11] [world] The Player <digbick> has picked 1 of STONE at X= -657, Y= 36, Z= 313 that had [] enchantment(s) |  
[2024-03-21 12:39:11] [world] The Player <somebody139> has picked 1 of STONE at X= -779, Y= 29, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:39:11] [world] The Player <PenguinBoi> has picked 1 of FURNACE at X= -413, Y= 69, Z= -189 that had [] enchantment(s) |  
[2024-03-21 12:39:12] [world] The Player <PenguinBoi> has picked 1 of FURNACE at X= -412, Y= 69, Z= -189 that had [] enchantment(s) |  
[2024-03-21 12:39:13] [world] The Player <Bobuz> has picked 1 of LOG at X= -399, Y= 87, Z= -33 that had [] enchantment(s) |  
[2024-03-21 12:39:13] [world] The Player <I_am_amazing> has picked 1 of COAL_ORE at X= -1188, Y= 17, Z= -417 that had [] enchantment(s) |  
[2024-03-21 12:39:13] [world] The Player <somebody139> has picked 1 of STONE at X= -779, Y= 28, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:39:14] [world] The Player <Bobuz> has picked 1 of LOG at X= -399, Y= 87, Z= -33 that had [] enchantment(s) |  
[2024-03-21 12:39:14] [world] The Player <dhar> has picked 1 of APPLE at X= -673, Y= 72, Z= 306 that had [] enchantment(s) |  
[2024-03-21 12:39:14] [world] The Player <somebody139> has picked 1 of COBBLESTONE at X= -779, Y= 27, Z= 195 that had [] enchantment(s) |  
[2024-03-21 12:39:14] [world] The Player <digbick> has picked 3 of STONE at X= -655, Y= 35, Z= 313 that had [] enchantment(s) |  
