[2024-03-17 22:33:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -601, Y= 67, Z= 369 that had [] enchantment(s) |  
[2024-03-17 23:04:29] [world] The Player <NezukoChan> has picked 17 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:29] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 75, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:30] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 75, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:31] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 76, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:32] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 77, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:33] [world] The Player <bagelz> has picked 1 of LOG at X= 962, Y= 77, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:33] [world] The Player <NezukoChan> has picked 16 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 15 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 14 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 13 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 12 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 11 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 10 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:34] [world] The Player <NezukoChan> has picked 9 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <NezukoChan> has picked 8 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <bagelz> has picked 1 of LOG at X= 963, Y= 74, Z= 2375 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <NezukoChan> has picked 7 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <NezukoChan> has picked 6 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <NezukoChan> has picked 5 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:35] [world] The Player <NezukoChan> has picked 4 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:36] [world] The Player <NezukoChan> has picked 3 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:36] [world] The Player <NezukoChan> has picked 2 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:36] [world] The Player <NezukoChan> has picked 1 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:36] [world] The Player <NezukoChan> has picked 64 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:36] [world] The Player <NezukoChan> has picked 63 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:37] [world] The Player <NezukoChan> has picked 62 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:37] [world] The Player <NezukoChan> has picked 61 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:37] [world] The Player <NezukoChan> has picked 60 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:37] [world] The Player <NezukoChan> has picked 59 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:37] [world] The Player <NezukoChan> has picked 58 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:38] [world] The Player <NezukoChan> has picked 57 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:38] [world] The Player <NezukoChan> has picked 56 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:38] [world] The Player <NezukoChan> has picked 55 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:38] [world] The Player <NezukoChan> has picked 54 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:38] [world] The Player <NezukoChan> has picked 53 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:39] [world] The Player <NezukoChan> has picked 52 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:39] [world] The Player <NezukoChan> has picked 51 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:39] [world] The Player <NezukoChan> has picked 50 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:39] [world] The Player <NezukoChan> has picked 49 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:39] [world] The Player <NezukoChan> has picked 48 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:40] [world] The Player <NezukoChan> has picked 47 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:40] [world] The Player <NezukoChan> has picked 46 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:40] [world] The Player <NezukoChan> has picked 45 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:40] [world] The Player <NezukoChan> has picked 44 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:42] [world] The Player <bagelz> has picked 1 of LOG at X= 952, Y= 75, Z= 2363 that had [] enchantment(s) |  
[2024-03-17 23:04:43] [world] The Player <bagelz> has picked 1 of LOG at X= 951, Y= 76, Z= 2363 that had [] enchantment(s) |  
[2024-03-17 23:04:45] [world] The Player <bagelz> has picked 1 of LOG at X= 951, Y= 76, Z= 2363 that had [] enchantment(s) |  
[2024-03-17 23:04:47] [world] The Player <bagelz> has picked 1 of LOG at X= 951, Y= 75, Z= 2363 that had [] enchantment(s) |  
[2024-03-17 23:04:51] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:51] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:51] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:51] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:52] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:53] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:54] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:55] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:55] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:55] [world] The Player <Tester> has picked 43 of WOOD_SWORD at X= -10177, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-17 23:04:56] [world] The Player <Tester> has picked 1 of WOOD_SWORD at X= -10177, Y= 60, Z= 4119 that had [] enchantment(s) |  
[2024-03-17 23:05:13] [world] The Player <bagelz> has picked 1 of SAPLING at X= 996, Y= 76, Z= 2359 that had [] enchantment(s) |  
[2024-03-17 23:05:32] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 5, Y= 36, Z= 83 that had [] enchantment(s) |  
[2024-03-17 23:05:34] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 4, Y= 36, Z= 84 that had [] enchantment(s) |  
[2024-03-17 23:05:35] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 4, Y= 36, Z= 84 that had [] enchantment(s) |  
[2024-03-17 23:05:37] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 2, Y= 37, Z= 80 that had [] enchantment(s) |  
[2024-03-17 23:05:40] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 7, Y= 35, Z= 86 that had [] enchantment(s) |  
[2024-03-17 23:05:44] [world_nether] The Player <Brycethelegend> has picked 2 of RED_MUSHROOM at X= 8, Y= 35, Z= 82 that had [] enchantment(s) |  
[2024-03-17 23:05:45] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 10, Y= 35, Z= 79 that had [] enchantment(s) |  
[2024-03-17 23:05:47] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 10, Y= 35, Z= 77 that had [] enchantment(s) |  
[2024-03-17 23:05:48] [world_nether] The Player <Brycethelegend> has picked 1 of RED_MUSHROOM at X= 9, Y= 35, Z= 76 that had [] enchantment(s) |  
[2024-03-17 23:06:28] [world] The Player <TurtleDuck> has picked 1 of BONE at X= 4000, Y= 65, Z= -1844 that had [] enchantment(s) |  
[2024-03-17 23:06:52] [world] The Player <TurtleDuck> has picked 3 of LEASH at X= 4011, Y= 63, Z= -1868 that had [] enchantment(s) |  
[2024-03-17 23:06:56] [world] The Player <TurtleDuck> has picked 2 of LEASH at X= 4002, Y= 64, Z= -1864 that had [] enchantment(s) |  
[2024-03-17 23:07:13] [world_the_end] The Player <NezukoChan> has picked 1 of WATER_LILY at X= 100, Y= 50, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:07:13] [world_the_end] The Player <NezukoChan> has picked 1 of WATER_LILY at X= 100, Y= 50, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:07:13] [world_the_end] The Player <NezukoChan> has picked 1 of WATER_LILY at X= 100, Y= 50, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:07:13] [world_the_end] The Player <NezukoChan> has picked 5 of WATER_LILY at X= 100, Y= 50, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:07:13] [world_the_end] The Player <NezukoChan> has picked 56 of WATER_LILY at X= 100, Y= 50, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:07:27] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1037, Y= 105, Z= 2313 that had [] enchantment(s) |  
[2024-03-17 23:07:27] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1036, Y= 106, Z= 2312 that had [] enchantment(s) |  
[2024-03-17 23:07:28] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1037, Y= 105, Z= 2311 that had [] enchantment(s) |  
[2024-03-17 23:07:29] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1036, Y= 106, Z= 2310 that had [] enchantment(s) |  
[2024-03-17 23:07:30] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1035, Y= 106, Z= 2311 that had [] enchantment(s) |  
[2024-03-17 23:07:31] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1037, Y= 105, Z= 2311 that had [] enchantment(s) |  
[2024-03-17 23:07:32] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1035, Y= 105, Z= 2310 that had [] enchantment(s) |  
[2024-03-17 23:07:33] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1037, Y= 105, Z= 2312 that had [] enchantment(s) |  
[2024-03-17 23:07:34] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1036, Y= 105, Z= 2313 that had [] enchantment(s) |  
[2024-03-17 23:07:37] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1039, Y= 105, Z= 2311 that had [] enchantment(s) |  
[2024-03-17 23:07:37] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1038, Y= 105, Z= 2312 that had [] enchantment(s) |  
[2024-03-17 23:07:53] [world] The Player <bagelz> has picked 1 of TRAP_DOOR at X= 1040, Y= 103, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:08:16] [world] The Player <bagelz> has picked 1 of TRAP_DOOR at X= 1038, Y= 103, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:08:34] [world_nether] The Player <NezukoChan> has picked 10 of NETHERRACK at X= -1265, Y= 54, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:08:35] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1265, Y= 53, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:08:36] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1265, Y= 53, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:08:41] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1265, Y= 56, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:08:45] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 58, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:08:47] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 58, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:08:54] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 63, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:08:57] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 63, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:09:04] [world_nether] The Player <NezukoChan> has picked 10 of NETHERRACK at X= -1265, Y= 68, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:09:11] [world_nether] The Player <NezukoChan> has picked 8 of NETHERRACK at X= -1265, Y= 74, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:12] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1265, Y= 73, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:09:27] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 79, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:28] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1265, Y= 77, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:33] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1265, Y= 82, Z= 506 that had [] enchantment(s) |  
[2024-03-17 23:09:36] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1267, Y= 82, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:36] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1267, Y= 82, Z= 503 that had [] enchantment(s) |  
[2024-03-17 23:09:46] [world_nether] The Player <NezukoChan> has picked 10 of NETHERRACK at X= -1264, Y= 84, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:46] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1265, Y= 83, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:48] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1265, Y= 84, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:09:52] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1265, Y= 87, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:09:54] [world_nether] The Player <NezukoChan> has picked 4 of NETHERRACK at X= -1265, Y= 90, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:10:11] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1265, Y= 92, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:10:12] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1265, Y= 95, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:10:12] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1265, Y= 94, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:10:18] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1265, Y= 98, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:10:19] [world_nether] The Player <NezukoChan> has picked 8 of NETHERRACK at X= -1265, Y= 98, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:10:36] [world_nether] The Player <NezukoChan> has picked 7 of NETHERRACK at X= -1265, Y= 102, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:10:43] [world_nether] The Player <NezukoChan> has picked 17 of NETHERRACK at X= -1265, Y= 108, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:10:57] [world_nether] The Player <NezukoChan> has picked 14 of NETHERRACK at X= -1265, Y= 119, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:12:13] [world] The Player <Brycethelegend> has picked 1 of FLINT_AND_STEEL at X= -554, Y= 79, Z= 373 that had [] enchantment(s) |  
[2024-03-17 23:14:01] [world] The Player <Brycethelegend> has picked 2 of LOG_2 at X= -615, Y= 70, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:14:06] [world] The Player <Brycethelegend> has picked 2 of LOG_2 at X= -616, Y= 70, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:14:17] [world_nether] The Player <NezukoChan> has picked 12 of NETHERRACK at X= -1266, Y= 128, Z= 501 that had [] enchantment(s) |  
[2024-03-17 23:14:37] [world] The Player <Brycethelegend> has picked 6 of SUGAR_CANE at X= -621, Y= 64, Z= 545 that had [] enchantment(s) |  
