[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-20 14:34:54] [world] The Player <Tester> has picked 3 of STONE at X= -10056, Y= 11, Z= 4091 that had [] enchantment(s) |  
[2024-03-20 14:34:56] [world] The Player <Tester> has picked 3 of BONE at X= -10056, Y= 11, Z= 4091 that had [] enchantment(s) |  
[2024-03-20 14:35:00] [world] The Player <Tester> has picked 1 of IRON_ORE at X= -10056, Y= 8, Z= 4094 that had [] enchantment(s) |  
[2024-03-20 14:35:00] [world] The Player <character> has picked 1 of SAPLING at X= -267, Y= 78, Z= -659 that had [] enchantment(s) |  
[2024-03-20 14:35:01] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10057, Y= 8, Z= 4094 that had [] enchantment(s) |  
[2024-03-20 14:35:04] [world] The Player <Dave_TheCoolGuy> has picked 1 of STONE_PICKAXE at X= -795, Y= 27, Z= 374 that had [] enchantment(s) |  
[2024-03-20 14:35:05] [world] The Player <Tester> has picked 3 of BONE at X= -10055, Y= 11, Z= 4092 that had [] enchantment(s) |  
[2024-03-20 14:35:09] [world] The Player <Dave_TheCoolGuy> has picked 1 of GOLD_ORE at X= -798, Y= 27, Z= 373 that had [] enchantment(s) |  
[2024-03-20 14:35:10] [world] The Player <Dave_TheCoolGuy> has picked 1 of GOLD_ORE at X= -797, Y= 25, Z= 373 that had [] enchantment(s) |  
[2024-03-20 14:35:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -796, Y= 26, Z= 373 that had [] enchantment(s) |  
[2024-03-20 14:35:12] [world] The Player <Tester> has picked 23 of IRON_ORE at X= -10056, Y= 11, Z= 4083 that had [] enchantment(s) |  
[2024-03-20 14:35:12] [world] The Player <Dave_TheCoolGuy> has picked 1 of GOLD_ORE at X= -796, Y= 25, Z= 373 that had [] enchantment(s) |  
[2024-03-20 14:35:13] [world] The Player <Dave_TheCoolGuy> has picked 1 of GOLD_ORE at X= -797, Y= 25, Z= 374 that had [] enchantment(s) |  
[2024-03-20 14:35:14] [world] The Player <Dave_TheCoolGuy> has picked 1 of GOLD_ORE at X= -796, Y= 25, Z= 374 that had [] enchantment(s) |  
[2024-03-20 14:35:15] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -797, Y= 25, Z= 374 that had [] enchantment(s) |  
[2024-03-20 14:35:31] [world] The Player <Rip_Dogwater> has picked 1 of STONE at X= -10047, Y= 8, Z= 4112 that had [] enchantment(s) |  
[2024-03-20 14:35:36] [world] The Player <Rip_Dogwater> has picked 1 of STONE at X= -10048, Y= 6, Z= 4114 that had [] enchantment(s) |  
[2024-03-20 14:35:36] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10030, Y= 13, Z= 4081 that had [] enchantment(s) |  
[2024-03-20 14:35:38] [world] The Player <Tester> has picked 2 of IRON_ORE at X= -10030, Y= 14, Z= 4080 that had [] enchantment(s) |  
[2024-03-20 14:35:40] [world] The Player <Tester> has picked 4 of IRON_ORE at X= -10030, Y= 11, Z= 4080 that had [] enchantment(s) |  
[2024-03-20 14:35:42] [world] The Player <Rip_Dogwater> has picked 1 of STONE at X= -10047, Y= 8, Z= 4115 that had [] enchantment(s) |  
[2024-03-20 14:35:44] [world] The Player <Rip_Dogwater> has picked 1 of STONE at X= -10047, Y= 7, Z= 4114 that had [] enchantment(s) |  
[2024-03-20 14:35:44] [world] The Player <character> has picked 8 of DIRT at X= -268, Y= 72, Z= -642 that had [] enchantment(s) |  
[2024-03-20 14:35:45] [world] The Player <Rip_Dogwater> has picked 1 of STONE at X= -10047, Y= 8, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 14:35:49] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10012, Y= 15, Z= 4093 that had [] enchantment(s) |  
[2024-03-20 14:35:50] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10011, Y= 14, Z= 4093 that had [] enchantment(s) |  
[2024-03-20 14:35:50] [world] The Player <character> has picked 8 of DIRT at X= -268, Y= 72, Z= -644 that had [] enchantment(s) |  
[2024-03-20 14:35:50] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10011, Y= 14, Z= 4093 that had [] enchantment(s) |  
[2024-03-20 14:35:53] [world] The Player <Rip_Dogwater> has picked 3 of STONE at X= -10048, Y= 9, Z= 4123 that had [] enchantment(s) |  
[2024-03-20 14:35:54] [world] The Player <Tester> has picked 1 of COAL at X= -10018, Y= 12, Z= 4096 that had [] enchantment(s) |  
[2024-03-20 14:35:55] [world] The Player <Tester> has picked 5 of COAL at X= -10018, Y= 12, Z= 4097 that had [] enchantment(s) |  
[2024-03-20 14:35:55] [world] The Player <Tester> has picked 2 of COAL at X= -10018, Y= 13, Z= 4097 that had [] enchantment(s) |  
[2024-03-20 14:35:56] [world] The Player <Tester> has picked 1 of COAL at X= -10018, Y= 13, Z= 4098 that had [] enchantment(s) |  
[2024-03-20 14:35:57] [world] The Player <Rip_Dogwater> has picked 7 of IRON_ORE at X= -10049, Y= 6, Z= 4123 that had [] enchantment(s) |  
[2024-03-20 14:35:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -794, Y= 28, Z= 392 that had [] enchantment(s) |  
[2024-03-20 14:35:59] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -795, Y= 28, Z= 392 that had [] enchantment(s) |  
[2024-03-20 14:36:01] [world] The Player <Tester> has picked 2 of COBBLESTONE at X= -10013, Y= 11, Z= 4109 that had [] enchantment(s) |  
[2024-03-20 14:36:02] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -794, Y= 28, Z= 393 that had [] enchantment(s) |  
[2024-03-20 14:36:03] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -158, Y= 101, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:36:03] [world] The Player <Tester> has picked 2 of IRON_ORE at X= -10013, Y= 12, Z= 4110 that had [] enchantment(s) |  
[2024-03-20 14:36:04] [world] The Player <Tester> has picked 2 of IRON_ORE at X= -10012, Y= 14, Z= 4110 that had [] enchantment(s) |  
[2024-03-20 14:36:05] [world] The Player <Tester> has picked 1 of STONE at X= -10012, Y= 12, Z= 4110 that had [] enchantment(s) |  
[2024-03-20 14:36:05] [world] The Player <Rip_Dogwater> has picked 13 of IRON_ORE at X= -10047, Y= 6, Z= 4114 that had [] enchantment(s) |  
[2024-03-20 14:36:06] [world] The Player <Dave_TheCoolGuy> has picked 5 of IRON_ORE at X= -795, Y= 27, Z= 392 that had [] enchantment(s) |  
[2024-03-20 14:36:10] [world] The Player <astronomy> has picked 2 of RAW_BEEF at X= -894, Y= 76, Z= 538 that had [] enchantment(s) |  
[2024-03-20 14:36:17] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -790, Y= 29, Z= 408 that had [] enchantment(s) |  
[2024-03-20 14:36:18] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -790, Y= 28, Z= 408 that had [] enchantment(s) |  
[2024-03-20 14:36:20] [world] The Player <astronomy> has picked 1 of LEATHER at X= -896, Y= 71, Z= 540 that had [] enchantment(s) |  
[2024-03-20 14:36:21] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -789, Y= 28, Z= 408 that had [] enchantment(s) |  
[2024-03-20 14:36:21] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -790, Y= 28, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:23] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10020, Y= 12, Z= 4115 that had [] enchantment(s) |  
[2024-03-20 14:36:23] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -794, Y= 30, Z= 406 that had [] enchantment(s) |  
[2024-03-20 14:36:24] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10019, Y= 13, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 14:36:24] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10020, Y= 13, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 14:36:25] [world] The Player <Tester> has picked 1 of COBBLESTONE at X= -10020, Y= 12, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 14:36:25] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10019, Y= 13, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 14:36:26] [world] The Player <Tester> has picked 2 of GOLD_ORE at X= -10020, Y= 12, Z= 4116 that had [] enchantment(s) |  
[2024-03-20 14:36:26] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10020, Y= 13, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 14:36:27] [world] The Player <Tester> has picked 1 of GOLD_ORE at X= -10019, Y= 13, Z= 4117 that had [] enchantment(s) |  
[2024-03-20 14:36:27] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -794, Y= 30, Z= 406 that had [] enchantment(s) |  
[2024-03-20 14:36:31] [world] The Player <Tester> has picked 2 of GOLD_ORE at X= -10019, Y= 13, Z= 4118 that had [] enchantment(s) |  
[2024-03-20 14:36:33] [world] The Player <Rip_Dogwater> has picked 2 of IRON_ORE at X= -10036, Y= 6, Z= 4133 that had [] enchantment(s) |  
[2024-03-20 14:36:33] [world] The Player <Rip_Dogwater> has picked 2 of IRON_ORE at X= -10036, Y= 6, Z= 4133 that had [] enchantment(s) |  
[2024-03-20 14:36:34] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -798, Y= 28, Z= 404 that had [] enchantment(s) |  
[2024-03-20 14:36:34] [world] The Player <Rip_Dogwater> has picked 1 of IRON_ORE at X= -10036, Y= 8, Z= 4132 that had [] enchantment(s) |  
[2024-03-20 14:36:34] [world] The Player <Rip_Dogwater> has picked 1 of IRON_ORE at X= -10036, Y= 8, Z= 4132 that had [] enchantment(s) |  
[2024-03-20 14:36:35] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -798, Y= 28, Z= 403 that had [] enchantment(s) |  
[2024-03-20 14:36:35] [world] The Player <Rip_Dogwater> has picked 2 of IRON_ORE at X= -10035, Y= 8, Z= 4132 that had [] enchantment(s) |  
[2024-03-20 14:36:36] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -798, Y= 27, Z= 403 that had [] enchantment(s) |  
[2024-03-20 14:36:41] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -798, Y= 28, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:41] [world] The Player <Dave_TheCoolGuy> has picked 2 of COBBLESTONE at X= -798, Y= 28, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:44] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -163, Y= 101, Z= 37 that had [] enchantment(s) |  
[2024-03-20 14:36:45] [world] The Player <Dave_TheCoolGuy> has picked 3 of IRON_ORE at X= -799, Y= 30, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:46] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:36:47] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -799, Y= 30, Z= 410 that had [] enchantment(s) |  
[2024-03-20 14:36:48] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -799, Y= 30, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:49] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -800, Y= 30, Z= 409 that had [] enchantment(s) |  
[2024-03-20 14:36:50] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -800, Y= 30, Z= 410 that had [] enchantment(s) |  
[2024-03-20 14:36:54] [world_the_end] The Player <proman50> has picked 1 of DIRT at X= 43, Y= 6, Z= 198 that had [] enchantment(s) |  
[2024-03-20 14:36:55] [world_the_end] The Player <proman50> has picked 1 of DIRT at X= 44, Y= 5, Z= 197 that had [] enchantment(s) |  
[2024-03-20 14:36:56] [world] The Player <astronomy> has picked 2 of ARROW at X= -815, Y= 68, Z= 500 that had [] enchantment(s) |  
[2024-03-20 14:36:57] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -801, Y= 31, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:36:57] [world_the_end] The Player <proman50> has picked 1 of DIRT at X= 44, Y= 2, Z= 198 that had [] enchantment(s) |  
[2024-03-20 14:36:58] [world_the_end] The Player <proman50> has picked 1 of DIRT at X= 43, Y= 2, Z= 197 that had [] enchantment(s) |  
[2024-03-20 14:36:59] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -800, Y= 32, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:00] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -801, Y= 29, Z= 401 that had [] enchantment(s) |  
[2024-03-20 14:37:00] [world] The Player <qwerty> has picked 1 of YELLOW_FLOWER at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:00] [world_the_end] The Player <proman50> has picked 1 of DIRT at X= 45, Y= 0, Z= 196 that had [] enchantment(s) |  
[2024-03-20 14:37:00] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -801, Y= 31, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:02] [world] The Player <qwerty> has picked 2 of REDSTONE_TORCH_ON at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:03] [world] The Player <Dave_TheCoolGuy> has picked 2 of IRON_ORE at X= -801, Y= 30, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:03] [world] The Player <qwerty> has picked 2 of STRING at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:04] [world] The Player <qwerty> has picked 64 of COBBLESTONE at X= -499, Y= 70, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:06] [world] The Player <qwerty> has picked 1 of TORCH at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:06] [world] The Player <qwerty> has picked 1 of CHEST at X= -500, Y= 69, Z= -460 that had [] enchantment(s) |  
[2024-03-20 14:37:14] [world_the_end] The Player <proman50> has picked 1 of STONE_SWORD at X= 44, Y= 1, Z= 179 that had [] enchantment(s) |  
[2024-03-20 14:37:19] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -801, Y= 32, Z= 399 that had [] enchantment(s) |  
[2024-03-20 14:37:19] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -801, Y= 32, Z= 399 that had [] enchantment(s) |  
[2024-03-20 14:37:22] [world] The Player <Dave_TheCoolGuy> has picked 2 of COAL at X= -801, Y= 33, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:23] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -801, Y= 32, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:28] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -800, Y= 31, Z= 399 that had [] enchantment(s) |  
[2024-03-20 14:37:29] [world] The Player <Dave_TheCoolGuy> has picked 1 of COAL at X= -800, Y= 31, Z= 400 that had [] enchantment(s) |  
[2024-03-20 14:37:32] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -801, Y= 32, Z= 401 that had [] enchantment(s) |  
[2024-03-20 14:37:32] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -801, Y= 32, Z= 401 that had [] enchantment(s) |  
[2024-03-20 14:37:34] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -800, Y= 31, Z= 401 that had [] enchantment(s) |  
[2024-03-20 14:37:35] [world] The Player <Dave_TheCoolGuy> has picked 1 of IRON_ORE at X= -801, Y= 31, Z= 401 that had [] enchantment(s) |  
[2024-03-20 14:37:38] [world] The Player <character> has picked 1 of LOG at X= -269, Y= 74, Z= -638 that had [] enchantment(s) |  
[2024-03-20 14:37:50] [world] The Player <character> has picked 1 of LOG at X= -269, Y= 72, Z= -645 that had [] enchantment(s) |  
[2024-03-20 14:38:04] [world] The Player <character> has picked 1 of LOG at X= -269, Y= 71, Z= -646 that had [] enchantment(s) |  
[2024-03-20 14:38:19] [world] The Player <character> has picked 1 of LOG at X= -270, Y= 70, Z= -642 that had [] enchantment(s) |  
[2024-03-20 14:38:21] [world] The Player <character> has picked 4 of LOG at X= -270, Y= 64, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:38:22] [world] The Player <character> has picked 1 of LOG at X= -270, Y= 65, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:38:56] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -163, Y= 101, Z= 45 that had [] enchantment(s) |  
[2024-03-20 14:38:58] [world_the_end] The Player <MrBlob2U> has picked 2 of ENDER_PEARL at X= -163, Y= 101, Z= 40 that had [] enchantment(s) |  
[2024-03-20 14:39:02] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -160, Y= 101, Z= 39 that had [] enchantment(s) |  
[2024-03-20 14:39:04] [world_the_end] The Player <MrBlob2U> has picked 2 of ENDER_PEARL at X= -164, Y= 101, Z= 31 that had [] enchantment(s) |  
[2024-03-20 14:39:05] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -167, Y= 101, Z= 27 that had [] enchantment(s) |  
[2024-03-20 14:39:06] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -164, Y= 101, Z= 27 that had [] enchantment(s) |  
[2024-03-20 14:39:12] [world_the_end] The Player <MrBlob2U> has picked 2 of ENDER_PEARL at X= -178, Y= 101, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:39:13] [world_the_end] The Player <MrBlob2U> has picked 4 of ENDER_PEARL at X= -177, Y= 101, Z= 33 that had [] enchantment(s) |  
[2024-03-20 14:39:14] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -175, Y= 101, Z= 39 that had [] enchantment(s) |  
[2024-03-20 14:39:16] [world_the_end] The Player <MrBlob2U> has picked 3 of ENDER_PEARL at X= -169, Y= 101, Z= 45 that had [] enchantment(s) |  
[2024-03-20 14:39:20] [world_the_end] The Player <MrBlob2U> has picked 3 of ENDER_PEARL at X= -178, Y= 101, Z= 43 that had [] enchantment(s) |  
[2024-03-20 14:39:21] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -759, Y= 27, Z= 397 that had [] enchantment(s) |  
[2024-03-20 14:39:21] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -178, Y= 101, Z= 48 that had [] enchantment(s) |  
[2024-03-20 14:39:23] [world] The Player <Mudkips_Rule> has picked 3 of BOOK at X= -1353, Y= 63, Z= -261 that had [] enchantment(s) |  
[2024-03-20 14:39:25] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -757, Y= 31, Z= 392 that had [] enchantment(s) |  
[2024-03-20 14:39:29] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -765, Y= 35, Z= 383 that had [] enchantment(s) |  
[2024-03-20 14:39:31] [world] The Player <character> has picked 1 of LOG at X= -270, Y= 71, Z= -645 that had [] enchantment(s) |  
[2024-03-20 14:39:32] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -772, Y= 33, Z= 379 that had [] enchantment(s) |  
[2024-03-20 14:39:33] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -159, Y= 101, Z= 50 that had [] enchantment(s) |  
[2024-03-20 14:39:36] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -783, Y= 32, Z= 385 that had [] enchantment(s) |  
[2024-03-20 14:39:39] [world] The Player <character> has picked 1 of WOOD at X= -268, Y= 64, Z= -640 that had [] enchantment(s) |  
[2024-03-20 14:39:40] [world] The Player <character> has picked 1 of WOOD at X= -270, Y= 65, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:39:43] [world] The Player <character> has picked 2 of WOOD at X= -269, Y= 65, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:39:58] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -802, Y= 29, Z= 402 that had [] enchantment(s) |  
[2024-03-20 14:40:02] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -790, Y= 31, Z= 403 that had [] enchantment(s) |  
[2024-03-20 14:40:11] [world] The Player <character> has picked 1 of WOOD at X= -270, Y= 66, Z= -638 that had [] enchantment(s) |  
[2024-03-20 14:40:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -797, Y= 32, Z= 390 that had [] enchantment(s) |  
[2024-03-20 14:40:12] [world] The Player <character> has picked 1 of WOOD at X= -269, Y= 67, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:40:13] [world] The Player <character> has picked 1 of WOOD at X= -269, Y= 67, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:40:14] [world] The Player <character> has picked 1 of WOOD at X= -270, Y= 67, Z= -639 that had [] enchantment(s) |  
[2024-03-20 14:40:15] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -791, Y= 29, Z= 383 that had [] enchantment(s) |  
[2024-03-20 14:40:24] [world] The Player <Mudkips_Rule> has picked 1 of LOG_2 at X= -1263, Y= 73, Z= -212 that had [] enchantment(s) |  
[2024-03-20 14:40:26] [world] The Player <proman50> has picked 1 of LOG at X= -662, Y= 72, Z= 335 that had [] enchantment(s) |  
[2024-03-20 14:40:27] [world] The Player <Mudkips_Rule> has picked 1 of LOG_2 at X= -1262, Y= 72, Z= -211 that had [] enchantment(s) |  
[2024-03-20 14:40:40] [world] The Player <proman50> has picked 4 of WOOD at X= -664, Y= 71, Z= 337 that had [] enchantment(s) |  
[2024-03-20 14:40:42] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= -15, Y= 58, Z= 33 that had [] enchantment(s) |  
[2024-03-20 14:40:42] [world] The Player <Mudkips_Rule> has picked 1 of LOG_2 at X= -1263, Y= 73, Z= -213 that had [] enchantment(s) |  
[2024-03-20 14:40:45] [world] The Player <sharky> has picked 2 of BLAZE_ROD at X= -602, Y= 68, Z= 296 that had [] enchantment(s) |  
[2024-03-20 14:40:45] [world] The Player <Mudkips_Rule> has picked 1 of LOG_2 at X= -1263, Y= 73, Z= -211 that had [] enchantment(s) |  
[2024-03-20 14:40:58] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -160, Y= 101, Z= 49 that had [] enchantment(s) |  
[2024-03-20 14:40:58] [world_the_end] The Player <MrBlob2U> has picked 1 of ENDER_PEARL at X= -160, Y= 101, Z= 48 that had [] enchantment(s) |  
[2024-03-20 14:41:15] [world_nether] The Player <astronomy> has picked 4 of QUARTZ at X= -196, Y= 79, Z= 57 that had [] enchantment(s) |  
[2024-03-20 14:41:17] [world_the_end] The Player <Brycethelegend> has picked 1 of ENDER_PEARL at X= 54, Y= 62, Z= -6 that had [] enchantment(s) |  
[2024-03-20 14:41:21] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -194, Y= 80, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:22] [world] The Player <Tester> has picked 16 of DIAMOND at X= -590, Y= 68, Z= 298 that had [] enchantment(s) |  
[2024-03-20 14:41:22] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -194, Y= 79, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:23] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -195, Y= 80, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:24] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -195, Y= 79, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:26] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -196, Y= 80, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:27] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -196, Y= 79, Z= 58 that had [] enchantment(s) |  
[2024-03-20 14:41:28] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -197, Y= 80, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:29] [world_nether] The Player <astronomy> has picked 1 of QUARTZ at X= -197, Y= 79, Z= 59 that had [] enchantment(s) |  
[2024-03-20 14:41:32] [world] The Player <Rip_Dogwater> has picked 9 of DIAMOND at X= -592, Y= 68, Z= 300 that had [] enchantment(s) |  
[2024-03-20 14:41:52] [world] The Player <Dave_TheCoolGuy> has picked 1 of FURNACE at X= -794, Y= 27, Z= 373 that had [] enchantment(s) |  
[2024-03-20 14:41:55] [world] The Player <Dave_TheCoolGuy> has picked 1 of WORKBENCH at X= -795, Y= 27, Z= 375 that had [] enchantment(s) |  
[2024-03-20 14:41:55] [world_the_end] The Player <proman50> has picked 1 of ENDER_PEARL at X= 28, Y= 59, Z= 68 that had [] enchantment(s) |  
[2024-03-20 14:42:01] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -795, Y= 27, Z= 375 that had [] enchantment(s) |  
[2024-03-20 14:42:07] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -785, Y= 19, Z= 366 that had [] enchantment(s) |  
[2024-03-20 14:42:09] [world_nether] The Player <astronomy> has picked 23 of NETHERRACK at X= -275, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -781, Y= 16, Z= 361 that had [] enchantment(s) |  
[2024-03-20 14:42:11] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -276, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:12] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -278, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:14] [world] The Player <Dave_TheCoolGuy> has picked 1 of TORCH at X= -781, Y= 16, Z= 353 that had [] enchantment(s) |  
[2024-03-20 14:42:17] [world_nether] The Player <astronomy> has picked 6 of DIRT at X= -276, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:20] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -279, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:21] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -280, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:21] [world] The Player <character> has picked 1 of DIRT at X= -268, Y= 72, Z= -646 that had [] enchantment(s) |  
[2024-03-20 14:42:22] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -281, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:22] [world] The Player <character> has picked 1 of DIRT at X= -268, Y= 72, Z= -646 that had [] enchantment(s) |  
[2024-03-20 14:42:22] [world_nether] The Player <astronomy> has picked 2 of NETHERRACK at X= -282, Y= 80, Z= 28 that had [] enchantment(s) |  
[2024-03-20 14:42:23] [world] The Player <Dave_TheCoolGuy> has picked 1 of COBBLESTONE at X= -778, Y= 11, Z= 347 that had [] enchantment(s) |  
[2024-03-20 14:42:24] [world_nether] The Player <astronomy> has picked 4 of NETHERRACK at X= -284, Y= 80, Z= 28 that had [] enchantment(s) |  
