[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-25 03:19:30] [world] The Player <GolemDaWanderer> has picked 1 of DIODE at X= -10250, Y= 61, Z= 4096 that had [] enchantment(s) |  
[2024-03-25 03:19:30] [world] The Player <GolemDaWanderer> has picked 4 of QUARTZ_BLOCK at X= -10251, Y= 61, Z= 4096 that had [] enchantment(s) |  
[2024-03-25 03:19:33] [world] The Player <GolemDaWanderer> has picked 1 of HOPPER at X= -10247, Y= 61, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 03:19:33] [world] The Player <GolemDaWanderer> has picked 2 of QUARTZ_BLOCK at X= -10246, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 03:19:33] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE at X= -10246, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 03:19:39] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_COMPARATOR at X= -10246, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 03:19:42] [world] The Player <GolemDaWanderer> has picked 1 of WRITTEN_BOOK at X= -10247, Y= 61, Z= 4097 that had [] enchantment(s) |  
[2024-03-25 03:19:45] [world] The Player <GolemDaWanderer> has picked 2 of HOPPER at X= -10245, Y= 61, Z= 4097 that had [] enchantment(s) |  
[2024-03-25 03:21:09] [world] The Player <GolemDaWanderer> has picked 1 of DIODE at X= -10153, Y= 61, Z= 4114 that had [] enchantment(s) |  
[2024-03-25 03:26:20] [world] The Player <GolemDaWanderer> has picked 1 of WOOD at X= -10152, Y= 63, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 03:26:20] [world] The Player <GolemDaWanderer> has picked 1 of WOOD at X= -10149, Y= 63, Z= 4112 that had [] enchantment(s) |  
[2024-03-25 03:26:24] [world] The Player <GolemDaWanderer> has picked 1 of WOOD at X= -10152, Y= 63, Z= 4120 that had [] enchantment(s) |  
[2024-03-25 03:27:40] [world] The Player <GolemDaWanderer> has picked 2 of EGG at X= -10196, Y= 64, Z= 4157 that had [] enchantment(s) |  
[2024-03-25 03:27:49] [world] The Player <GolemDaWanderer> has picked 2 of EGG at X= -10197, Y= 64, Z= 4164 that had [] enchantment(s) |  
[2024-03-25 03:28:42] [world] The Player <GolemDaWanderer> has picked 2 of STRING at X= -10208, Y= 66, Z= 4185 that had [] enchantment(s) |  
[2024-03-25 03:29:11] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10210, Y= 66, Z= 4184 that had [] enchantment(s) |  
[2024-03-25 13:09:32] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 40, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-25 13:09:58] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -8, Y= 46, Z= -33 that had [] enchantment(s) |  
[2024-03-25 13:11:32] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 57, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-25 13:11:53] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -8, Y= 46, Z= -44 that had [] enchantment(s) |  
[2024-03-25 13:13:35] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 40, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-25 13:14:01] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -8, Y= 46, Z= -44 that had [] enchantment(s) |  
[2024-03-25 13:16:07] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10261, Y= 64, Z= 4107 that had [] enchantment(s) |  
[2024-03-25 13:17:07] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10223, Y= 63, Z= 4152 that had [] enchantment(s) |  
[2024-03-25 13:17:14] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10223, Y= 63, Z= 4152 that had [] enchantment(s) |  
[2024-03-25 13:18:23] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10250, Y= 56, Z= 4075 that had [] enchantment(s) |  
[2024-03-25 13:18:28] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10252, Y= 56, Z= 4075 that had [] enchantment(s) |  
[2024-03-25 13:18:40] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10255, Y= 54, Z= 4073 that had [] enchantment(s) |  
[2024-03-25 13:18:54] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10268, Y= 64, Z= 4073 that had [] enchantment(s) |  
[2024-03-25 13:19:43] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10228, Y= 65, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 13:20:28] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10261, Y= 64, Z= 4108 that had [] enchantment(s) |  
[2024-03-25 13:21:32] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10228, Y= 68, Z= 4143 that had [] enchantment(s) |  
[2024-03-25 13:22:28] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10261, Y= 64, Z= 4108 that had [] enchantment(s) |  
[2024-03-25 13:24:04] [world] The Player <NezukoChan> has picked 1 of MINECART at X= -10241, Y= 64, Z= 4094 that had [] enchantment(s) |  
[2024-03-25 13:24:50] [world] The Player <NezukoChan> has picked 3 of NETHER_STALK at X= -10200, Y= 65, Z= 4080 that had [] enchantment(s) |  
[2024-03-25 13:24:51] [world] The Player <NezukoChan> has picked 2 of NETHER_STALK at X= -10199, Y= 65, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 13:24:53] [world] The Player <NezukoChan> has picked 4 of NETHER_STALK at X= -10201, Y= 65, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 13:24:53] [world] The Player <NezukoChan> has picked 2 of NETHER_STALK at X= -10197, Y= 65, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 13:24:54] [world] The Player <NezukoChan> has picked 6 of NETHER_STALK at X= -10196, Y= 65, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 13:24:58] [world] The Player <NezukoChan> has picked 22 of NETHER_STALK at X= -10196, Y= 65, Z= 4089 that had [] enchantment(s) |  
[2024-03-25 13:25:01] [world] The Player <NezukoChan> has picked 23 of NETHER_STALK at X= -10196, Y= 66, Z= 4096 that had [] enchantment(s) |  
[2024-03-25 13:25:03] [world] The Player <NezukoChan> has picked 11 of NETHER_STALK at X= -10195, Y= 65, Z= 4099 that had [] enchantment(s) |  
[2024-03-25 13:25:04] [world] The Player <NezukoChan> has picked 2 of NETHER_STALK at X= -10196, Y= 65, Z= 4101 that had [] enchantment(s) |  
[2024-03-25 13:25:13] [world] The Player <NezukoChan> has picked 57 of NETHER_STALK at X= -10197, Y= 65, Z= 4083 that had [] enchantment(s) |  
[2024-03-25 13:25:16] [world] The Player <NezukoChan> has picked 10 of NETHER_STALK at X= -10198, Y= 65, Z= 4085 that had [] enchantment(s) |  
[2024-03-25 13:25:30] [world] The Player <NezukoChan> has picked 4 of NETHER_STALK at X= -10199, Y= 65, Z= 4093 that had [] enchantment(s) |  
[2024-03-25 13:25:34] [world] The Player <NezukoChan> has picked 59 of NETHER_STALK at X= -10200, Y= 65, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 13:25:44] [world] The Player <NezukoChan> has picked 64 of NETHER_STALK at X= -10200, Y= 65, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 13:25:47] [world] The Player <NezukoChan> has picked 6 of NETHER_STALK at X= -10200, Y= 65, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 13:25:55] [world] The Player <NezukoChan> has picked 51 of NETHER_STALK at X= -10201, Y= 65, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 13:27:11] [world] The Player <NezukoChan> has picked 49 of NETHER_STALK at X= -10199, Y= 62, Z= 4102 that had [] enchantment(s) |  
[2024-03-25 13:27:27] [world] The Player <NezukoChan> has picked 14 of NETHER_STALK at X= -10200, Y= 62, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 13:27:27] [world] The Player <NezukoChan> has picked 3 of NETHER_STALK at X= -10200, Y= 62, Z= 4101 that had [] enchantment(s) |  
[2024-03-25 13:27:37] [world] The Player <NezukoChan> has picked 61 of NETHER_STALK at X= -10201, Y= 62, Z= 4082 that had [] enchantment(s) |  
[2024-03-25 13:27:40] [world] The Player <NezukoChan> has picked 3 of NETHER_STALK at X= -10200, Y= 62, Z= 4080 that had [] enchantment(s) |  
[2024-03-25 13:27:48] [world] The Player <NezukoChan> has picked 48 of NETHER_STALK at X= -10200, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 13:27:49] [world] The Player <NezukoChan> has picked 4 of NETHER_STALK at X= -10200, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-25 13:27:59] [world] The Player <NezukoChan> has picked 61 of NETHER_STALK at X= -10199, Y= 62, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 13:28:03] [world] The Player <NezukoChan> has picked 11 of NETHER_STALK at X= -10199, Y= 63, Z= 4083 that had [] enchantment(s) |  
[2024-03-25 13:28:10] [world] The Player <NezukoChan> has picked 49 of NETHER_STALK at X= -10198, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-25 13:28:11] [world] The Player <NezukoChan> has picked 3 of NETHER_STALK at X= -10199, Y= 62, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 13:28:19] [world] The Player <NezukoChan> has picked 43 of NETHER_STALK at X= -10196, Y= 62, Z= 4088 that had [] enchantment(s) |  
[2024-03-25 13:28:20] [world] The Player <NezukoChan> has picked 2 of NETHER_STALK at X= -10197, Y= 62, Z= 4087 that had [] enchantment(s) |  
[2024-03-25 13:28:22] [world] The Player <NezukoChan> has picked 13 of NETHER_STALK at X= -10198, Y= 62, Z= 4081 that had [] enchantment(s) |  
[2024-03-25 13:28:32] [world] The Player <NezukoChan> has picked 59 of NETHER_STALK at X= -10197, Y= 62, Z= 4100 that had [] enchantment(s) |  
[2024-03-25 13:32:10] [world] The Player <NezukoChan> has picked 2 of POTATO_ITEM at X= -10200, Y= 64, Z= 4133 that had [] enchantment(s) |  
[2024-03-25 13:32:12] [world] The Player <NezukoChan> has picked 2 of POTATO_ITEM at X= -10198, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:32:14] [world] The Player <NezukoChan> has picked 2 of POTATO_ITEM at X= -10198, Y= 64, Z= 4136 that had [] enchantment(s) |  
[2024-03-25 13:32:17] [world] The Player <NezukoChan> has picked 5 of POTATO_ITEM at X= -10201, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-25 13:32:18] [world] The Player <NezukoChan> has picked 1 of POTATO_ITEM at X= -10202, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:32:59] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10202, Y= 64, Z= 4141 that had [] enchantment(s) |  
[2024-03-25 13:32:59] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10202, Y= 64, Z= 4141 that had [] enchantment(s) |  
[2024-03-25 13:33:00] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10202, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:33:00] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10203, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:33:04] [world] The Player <NezukoChan> has picked 4 of SEEDS at X= -10201, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:05] [world] The Player <NezukoChan> has picked 4 of WHEAT at X= -10201, Y= 64, Z= 4136 that had [] enchantment(s) |  
[2024-03-25 13:33:05] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10201, Y= 64, Z= 4133 that had [] enchantment(s) |  
[2024-03-25 13:33:11] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10203, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:11] [world] The Player <NezukoChan> has picked 4 of WHEAT at X= -10204, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:33:11] [world] The Player <NezukoChan> has picked 6 of SEEDS at X= -10202, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:33:17] [world] The Player <NezukoChan> has picked 5 of WHEAT at X= -10204, Y= 64, Z= 4140 that had [] enchantment(s) |  
[2024-03-25 13:33:17] [world] The Player <NezukoChan> has picked 8 of SEEDS at X= -10204, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:33:21] [world] The Player <NezukoChan> has picked 3 of WHEAT at X= -10205, Y= 64, Z= 4136 that had [] enchantment(s) |  
[2024-03-25 13:33:21] [world] The Player <NezukoChan> has picked 6 of SEEDS at X= -10204, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:22] [world] The Player <NezukoChan> has picked 5 of WHEAT at X= -10206, Y= 64, Z= 4141 that had [] enchantment(s) |  
[2024-03-25 13:33:22] [world] The Player <NezukoChan> has picked 6 of SEEDS at X= -10205, Y= 64, Z= 4141 that had [] enchantment(s) |  
[2024-03-25 13:33:23] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10204, Y= 64, Z= 4142 that had [] enchantment(s) |  
[2024-03-25 13:33:27] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10207, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-25 13:33:27] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10206, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-25 13:33:28] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10205, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-25 13:33:30] [world] The Player <NezukoChan> has picked 4 of SEEDS at X= -10206, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:31] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10205, Y= 64, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 13:33:31] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10205, Y= 64, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 13:33:33] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10206, Y= 64, Z= 4140 that had [] enchantment(s) |  
[2024-03-25 13:33:33] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10205, Y= 64, Z= 4140 that had [] enchantment(s) |  
[2024-03-25 13:33:36] [world] The Player <NezukoChan> has picked 5 of SEEDS at X= -10205, Y= 64, Z= 4143 that had [] enchantment(s) |  
[2024-03-25 13:33:36] [world] The Player <NezukoChan> has picked 4 of WHEAT at X= -10205, Y= 64, Z= 4144 that had [] enchantment(s) |  
[2024-03-25 13:33:42] [world] The Player <NezukoChan> has picked 19 of SEEDS at X= -10206, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:33:42] [world] The Player <NezukoChan> has picked 11 of WHEAT at X= -10208, Y= 64, Z= 4134 that had [] enchantment(s) |  
[2024-03-25 13:33:46] [world] The Player <NezukoChan> has picked 6 of WHEAT at X= -10207, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:33:46] [world] The Player <NezukoChan> has picked 10 of SEEDS at X= -10207, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:33:48] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10207, Y= 64, Z= 4142 that had [] enchantment(s) |  
[2024-03-25 13:33:48] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10207, Y= 64, Z= 4142 that had [] enchantment(s) |  
[2024-03-25 13:33:58] [world] The Player <NezukoChan> has picked 5 of SEEDS at X= -10209, Y= 64, Z= 4135 that had [] enchantment(s) |  
[2024-03-25 13:33:58] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10209, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:58] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10209, Y= 64, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 13:33:59] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10209, Y= 64, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 13:33:59] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10209, Y= 64, Z= 4137 that had [] enchantment(s) |  
[2024-03-25 13:33:59] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10208, Y= 64, Z= 4138 that had [] enchantment(s) |  
[2024-03-25 13:34:00] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10210, Y= 64, Z= 4133 that had [] enchantment(s) |  
[2024-03-25 13:34:04] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10209, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:34:04] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10209, Y= 64, Z= 4139 that had [] enchantment(s) |  
[2024-03-25 13:34:07] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10210, Y= 64, Z= 4146 that had [] enchantment(s) |  
[2024-03-25 13:34:07] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10208, Y= 64, Z= 4146 that had [] enchantment(s) |  
[2024-03-25 13:34:11] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10206, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:34:11] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10206, Y= 64, Z= 4148 that had [] enchantment(s) |  
[2024-03-25 13:34:13] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10204, Y= 64, Z= 4151 that had [] enchantment(s) |  
[2024-03-25 13:34:13] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10202, Y= 64, Z= 4150 that had [] enchantment(s) |  
[2024-03-25 13:34:21] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10208, Y= 64, Z= 4155 that had [] enchantment(s) |  
[2024-03-25 13:34:21] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10208, Y= 65, Z= 4155 that had [] enchantment(s) |  
[2024-03-25 13:34:26] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10205, Y= 64, Z= 4147 that had [] enchantment(s) |  
[2024-03-25 13:34:26] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10204, Y= 64, Z= 4148 that had [] enchantment(s) |  
[2024-03-25 13:34:55] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10197, Y= 64, Z= 4156 that had [] enchantment(s) |  
[2024-03-25 13:34:56] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10195, Y= 64, Z= 4152 that had [] enchantment(s) |  
[2024-03-25 13:34:59] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10191, Y= 64, Z= 4153 that had [] enchantment(s) |  
[2024-03-25 13:35:01] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10184, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:35:02] [world] The Player <NezukoChan> has picked 2 of EGG at X= -10184, Y= 64, Z= 4155 that had [] enchantment(s) |  
[2024-03-25 13:35:05] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10187, Y= 64, Z= 4159 that had [] enchantment(s) |  
[2024-03-25 13:35:07] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10181, Y= 64, Z= 4163 that had [] enchantment(s) |  
[2024-03-25 13:35:08] [world] The Player <NezukoChan> has picked 2 of EGG at X= -10185, Y= 64, Z= 4164 that had [] enchantment(s) |  
[2024-03-25 13:35:10] [world] The Player <NezukoChan> has picked 2 of EGG at X= -10191, Y= 64, Z= 4165 that had [] enchantment(s) |  
[2024-03-25 13:36:12] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10195, Y= 64, Z= 4150 that had [] enchantment(s) |  
[2024-03-25 13:36:16] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10203, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:36:31] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10204, Y= 64, Z= 4151 that had [] enchantment(s) |  
[2024-03-25 13:36:38] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10192, Y= 64, Z= 4151 that had [] enchantment(s) |  
[2024-03-25 13:36:38] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10189, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:36:39] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10185, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:36:44] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10188, Y= 64, Z= 4158 that had [] enchantment(s) |  
[2024-03-25 13:36:45] [world] The Player <NezukoChan> has picked 6 of EGG at X= -10184, Y= 64, Z= 4159 that had [] enchantment(s) |  
[2024-03-25 13:36:48] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10180, Y= 64, Z= 4161 that had [] enchantment(s) |  
[2024-03-25 13:36:51] [world] The Player <NezukoChan> has picked 2 of EGG at X= -10187, Y= 64, Z= 4162 that had [] enchantment(s) |  
[2024-03-25 13:36:54] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10196, Y= 64, Z= 4159 that had [] enchantment(s) |  
[2024-03-25 13:37:56] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10195, Y= 64, Z= 4152 that had [] enchantment(s) |  
[2024-03-25 13:37:57] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10194, Y= 64, Z= 4149 that had [] enchantment(s) |  
[2024-03-25 13:38:03] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10187, Y= 64, Z= 4162 that had [] enchantment(s) |  
[2024-03-25 13:38:04] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10184, Y= 64, Z= 4164 that had [] enchantment(s) |  
[2024-03-25 13:38:53] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10192, Y= 64, Z= 4150 that had [] enchantment(s) |  
[2024-03-25 13:39:06] [world] The Player <NezukoChan> has picked 2 of EGG at X= -10188, Y= 64, Z= 4157 that had [] enchantment(s) |  
[2024-03-25 13:39:14] [world] The Player <NezukoChan> has picked 1 of HAY_BLOCK at X= -10191, Y= 63, Z= 4161 that had [] enchantment(s) |  
[2024-03-25 13:39:16] [world] The Player <NezukoChan> has picked 1 of HAY_BLOCK at X= -10191, Y= 63, Z= 4161 that had [] enchantment(s) |  
[2024-03-25 13:39:27] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10196, Y= 64, Z= 4154 that had [] enchantment(s) |  
[2024-03-25 13:39:30] [world] The Player <NezukoChan> has picked 1 of EGG at X= -10186, Y= 64, Z= 4155 that had [] enchantment(s) |  
[2024-03-25 13:40:15] [world] The Player <NezukoChan> has picked 9 of NETHER_STALK at X= -10190, Y= 62, Z= 4106 that had [] enchantment(s) |  
[2024-03-25 13:40:16] [world] The Player <NezukoChan> has picked 6 of NETHER_STALK at X= -10189, Y= 62, Z= 4108 that had [] enchantment(s) |  
[2024-03-25 13:40:16] [world] The Player <NezukoChan> has picked 4 of NETHER_STALK at X= -10190, Y= 62, Z= 4107 that had [] enchantment(s) |  
[2024-03-25 13:40:17] [world] The Player <NezukoChan> has picked 10 of NETHER_STALK at X= -10189, Y= 62, Z= 4104 that had [] enchantment(s) |  
[2024-03-25 13:40:19] [world] The Player <NezukoChan> has picked 6 of NETHER_STALK at X= -10187, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-25 13:40:20] [world] The Player <NezukoChan> has picked 3 of NETHER_STALK at X= -10188, Y= 62, Z= 4105 that had [] enchantment(s) |  
[2024-03-25 13:40:31] [world] The Player <NezukoChan> has picked 21 of NETHER_STALK at X= -10184, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-25 13:42:44] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= -8, Y= 46, Z= -45 that had [] enchantment(s) |  
[2024-03-25 13:43:11] [world_the_end] The Player <NezukoChan> has picked 1 of MINECART at X= 34, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-25 13:43:29] [world_the_end] The Player <NezukoChan> has picked 1 of ENDER_CHEST at X= 79, Y= 46, Z= 0 that had [] enchantment(s) |  
[2024-03-25 16:48:41] [world] The Player <xcpc> has picked 1 of DIRT at X= -700, Y= 67, Z= 338 that had [] enchantment(s) |  
[2024-03-25 16:48:43] [world] The Player <xcpc> has picked 1 of DIRT at X= -701, Y= 67, Z= 338 that had [] enchantment(s) |  
[2024-03-25 16:48:44] [world] The Player <xcpc> has picked 1 of DIRT at X= -700, Y= 66, Z= 338 that had [] enchantment(s) |  
[2024-03-25 16:48:53] [world] The Player <xcpc> has picked 6 of DIRT at X= -700, Y= 66, Z= 341 that had [] enchantment(s) |  
[2024-03-25 16:48:55] [world] The Player <xcpc> has picked 2 of DIRT at X= -699, Y= 67, Z= 341 that had [] enchantment(s) |  
[2024-03-25 16:48:57] [world] The Player <xcpc> has picked 1 of DIRT at X= -699, Y= 67, Z= 342 that had [] enchantment(s) |  
[2024-03-25 16:49:10] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 71, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:11] [world] The Player <xcpc> has picked 1 of LOG at X= -691, Y= 70, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:13] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:14] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:15] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 71, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:17] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 73, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:19] [world] The Player <xcpc> has picked 1 of LOG at X= -689, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:20] [world] The Player <xcpc> has picked 1 of LOG at X= -689, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:26] [world] The Player <xcpc> has picked 1 of LOG at X= -689, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:28] [world] The Player <xcpc> has picked 1 of LOG at X= -689, Y= 73, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:30] [world] The Player <xcpc> has picked 1 of LOG at X= -689, Y= 72, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:49:35] [world] The Player <xcpc> has picked 1 of LOG at X= -690, Y= 71, Z= 331 that had [] enchantment(s) |  
[2024-03-25 16:53:01] [world] The Player <xcpc> has picked 2 of MUTTON at X= -771, Y= 69, Z= 297 that had [] enchantment(s) |  
[2024-03-25 16:53:01] [world] The Player <xcpc> has picked 1 of WOOL at X= -773, Y= 68, Z= 298 that had [] enchantment(s) |  
[2024-03-25 16:53:09] [world] The Player <xcpc> has picked 3 of RAW_BEEF at X= -784, Y= 69, Z= 287 that had [] enchantment(s) |  
[2024-03-25 16:53:09] [world] The Player <xcpc> has picked 2 of LEATHER at X= -784, Y= 69, Z= 288 that had [] enchantment(s) |  
[2024-03-25 16:54:26] [world] The Player <xcpc> has picked 1 of GRASS at X= -790, Y= 70, Z= 288 that had [] enchantment(s) |  
[2024-03-25 16:54:27] [world] The Player <xcpc> has picked 1 of ENDER_PEARL at X= -791, Y= 70, Z= 288 that had [] enchantment(s) |  
[2024-03-25 16:54:31] [world] The Player <xcpc> has picked 1 of COBBLESTONE at X= -788, Y= 71, Z= 287 that had [] enchantment(s) |  
