[2024-03-25 20:25:16] [world] The Player <GolemDaWanderer> has broke WOOD at X= -10152, Y= 62, Z= 4113
[2024-03-26 13:38:35] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 397
[2024-03-26 13:38:36] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 398
[2024-03-26 13:38:36] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 399
[2024-03-26 13:38:37] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 399
[2024-03-26 13:38:37] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 400
[2024-03-26 13:38:37] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 400
[2024-03-26 13:38:38] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 401
[2024-03-26 13:38:38] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 401
[2024-03-26 13:38:39] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 402
[2024-03-26 13:38:39] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 402
[2024-03-26 13:38:40] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 403
[2024-03-26 13:38:40] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 403
[2024-03-26 13:38:40] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 404
[2024-03-26 13:38:41] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 404
[2024-03-26 13:38:41] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 405
[2024-03-26 13:38:42] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 405
[2024-03-26 13:38:42] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 406
[2024-03-26 13:38:42] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 406
[2024-03-26 13:38:43] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 407
[2024-03-26 13:38:43] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 407
[2024-03-26 13:38:44] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 408
[2024-03-26 13:38:44] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 408
[2024-03-26 13:38:44] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 409
[2024-03-26 13:38:45] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 409
[2024-03-26 13:38:45] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 410
[2024-03-26 13:38:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 410
[2024-03-26 13:38:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 411
[2024-03-26 13:38:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 411
[2024-03-26 13:38:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 412
[2024-03-26 13:38:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 413
[2024-03-26 13:38:48] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 413
[2024-03-26 13:38:48] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 414
[2024-03-26 13:38:48] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 412
[2024-03-26 13:39:41] [world] The Player <hexa> has broke STONE at X= -466, Y= 10, Z= 423
[2024-03-26 13:39:42] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 421
[2024-03-26 13:39:42] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 422
[2024-03-26 13:39:43] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 423
[2024-03-26 13:39:43] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 424
[2024-03-26 13:39:45] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 423
[2024-03-26 13:39:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 424
[2024-03-26 13:39:46] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 425
[2024-03-26 13:39:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 425
[2024-03-26 13:39:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 426
[2024-03-26 13:39:47] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 427
[2024-03-26 13:39:48] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 426
[2024-03-26 13:39:48] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 427
[2024-03-26 13:39:49] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 428
[2024-03-26 13:39:49] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 428
[2024-03-26 13:39:49] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 429
[2024-03-26 13:39:50] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 429
[2024-03-26 13:39:50] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 430
[2024-03-26 13:39:51] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 431
[2024-03-26 13:39:58] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 430
[2024-03-26 13:39:58] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 431
[2024-03-26 13:39:58] [world] The Player <hexa> has broke STONE at X= -466, Y= 11, Z= 432
[2024-03-26 13:39:59] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 432
[2024-03-26 13:40:06] [world] The Player <hexa> has broke STONE at X= -466, Y= 12, Z= 433
[2024-03-26 20:57:31] [world] The Player <GolemDaWanderer> has broke LOG at X= 9997, Y= 68, Z= -9967
[2024-03-26 20:57:32] [world] The Player <GolemDaWanderer> has broke LOG at X= 9997, Y= 67, Z= -9967
[2024-03-26 20:57:33] [world] The Player <GolemDaWanderer> has broke LOG at X= 9997, Y= 69, Z= -9967
[2024-03-26 20:57:34] [world] The Player <GolemDaWanderer> has broke LOG at X= 9997, Y= 70, Z= -9967
[2024-03-26 20:57:43] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 9994, Y= 68, Z= -9955
[2024-03-26 20:57:43] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 9995, Y= 68, Z= -9955
[2024-03-26 20:57:44] [world] The Player <GolemDaWanderer> has broke LEAVES at X= 9996, Y= 68, Z= -9955
[2024-03-26 20:57:46] [world] The Player <GolemDaWanderer> has broke LOG at X= 9996, Y= 68, Z= -9956
[2024-03-26 20:57:46] [world] The Player <GolemDaWanderer> has broke LOG at X= 9996, Y= 67, Z= -9956
[2024-03-26 20:57:47] [world] The Player <GolemDaWanderer> has broke LOG at X= 9996, Y= 69, Z= -9956
[2024-03-26 20:57:48] [world] The Player <GolemDaWanderer> has broke LOG at X= 9996, Y= 70, Z= -9956
[2024-03-26 20:59:47] [world] The Player <GolemDaWanderer> has broke WORKBENCH at X= 9992, Y= 68, Z= -9950
[2024-03-26 21:01:43] [world] The Player <GolemDaWanderer> has broke WOOL at X= -582, Y= 88, Z= 242
[2024-03-26 21:01:47] [world] The Player <GolemDaWanderer> has broke WOOL at X= -581, Y= 88, Z= 242
[2024-03-26 21:02:27] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:02:29] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 259
[2024-03-26 21:02:31] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 257
[2024-03-26 21:02:32] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 257
[2024-03-26 21:02:33] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 255
[2024-03-26 21:02:34] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 255
[2024-03-26 21:02:35] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 253
[2024-03-26 21:02:36] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 251
[2024-03-26 21:02:37] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 249
[2024-03-26 21:02:38] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 247
[2024-03-26 21:02:39] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 245
[2024-03-26 21:02:40] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 88, Z= 243
[2024-03-26 21:04:40] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:06:38] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:08:47] [world] The Player <GolemDaWanderer> has broke SKULL at X= -578, Y= 88, Z= 259
[2024-03-26 21:09:25] [world] The Player <GolemDaWanderer> has broke WALL_SIGN at X= -580, Y= 89, Z= 259
[2024-03-26 21:16:13] [world] The Player <GolemDaWanderer> has broke ENDER_CHEST at X= -582, Y= 88, Z= 254
[2024-03-26 21:16:13] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -582, Y= 87, Z= 254
[2024-03-26 21:16:13] [world] The Player <GolemDaWanderer> has broke QUARTZ_BLOCK at X= -583, Y= 87, Z= 254
[2024-03-26 22:18:31] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 64, Z= 4113
[2024-03-26 22:18:32] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 63, Z= 4113
[2024-03-26 22:18:33] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10178, Y= 63, Z= 4112
[2024-03-26 22:18:33] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10178, Y= 64, Z= 4112
[2024-03-26 22:18:33] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 64, Z= 4112
[2024-03-26 22:18:35] [world] The Player <GolemDaWanderer> has broke SOUL_SAND at X= -10177, Y= 63, Z= 4112
[2024-03-26 22:18:35] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 63, Z= 4111
[2024-03-26 22:18:47] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 67, Z= 4111
[2024-03-26 22:18:47] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 66, Z= 4112
[2024-03-26 22:18:48] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10176, Y= 66, Z= 4112
[2024-03-26 22:18:48] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 66, Z= 4113
[2024-03-26 22:18:49] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 65, Z= 4113
[2024-03-26 22:18:49] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10178, Y= 66, Z= 4112
[2024-03-26 22:18:50] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10178, Y= 65, Z= 4112
[2024-03-26 22:18:50] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 65, Z= 4112
[2024-03-26 22:18:51] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 64, Z= 4112
[2024-03-26 22:18:52] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10176, Y= 65, Z= 4112
[2024-03-26 22:18:52] [world] The Player <GolemDaWanderer> has broke STONE at X= -10173, Y= 62, Z= 4112
[2024-03-26 22:18:53] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 63, Z= 4112
[2024-03-26 22:18:54] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 64, Z= 4114
[2024-03-26 22:18:54] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 64, Z= 4115
[2024-03-26 22:18:55] [world] The Player <GolemDaWanderer> has broke COBBLESTONE at X= -10177, Y= 63, Z= 4114
[2024-03-26 22:23:13] [world] The Player <GolemDaWanderer> has broke LONG_GRASS at X= -10322, Y= 64, Z= 4099
[2024-03-26 22:23:13] [world] The Player <GolemDaWanderer> has broke LONG_GRASS at X= -10319, Y= 64, Z= 4097
[2024-03-26 22:24:43] [world] The Player <GolemDaWanderer> has broke LEAVES at X= -10557, Y= 77, Z= 4200
